"id","name","desc","atk","def","type","level","race","attribute","scale","linkval","linkmarkers","archetype","set_tag","setcode","ban_tcg","ban_ocg","ban_goat","image_url","image_url_small"
"19159413","De-Spell","Select 1 Spell Card on the field and destroy it. If the selected card is Set, pick up and see the card. If it is a Spell Card, it is destroyed. If it is a Trap Card, return it to its original position.","null","null","Spell Card","0","Normal","0","null","null","null","null","SDY-029,SDK-035,SDP-029,SDJ-029,SKE-028,SDY-E027,SDK-E032,","Starter Deck: Yugi,Starter Deck: Kaiba,Starter Deck: Pegasus,Starter Deck: Joey,Starter Deck: Kaiba Evolution,Starter Deck: Yugi,Starter Deck: Kaiba,","null","null","null","https://storage.googleapis.com/ygoprodeck.com/pics/19159413.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/19159413.jpg"
"23289281","Karate Man","You can double the original ATK of this card once per turn. If you used this effect, destroy this card during the End Phase.","1000","1000","Effect Monster","3","Warrior","EARTH","null","null","null","null","DB1-EN049,TP4-013,MRL-083,SDJ-013,SRL-083,SRL-EN083,MRL-E083,","Dark Beginning 1,Tournament Pack 4,Magic Ruler,Starter Deck: Joey,Spell Ruler,Spell Ruler,Spell Ruler,","null","null","null","https://storage.googleapis.com/ygoprodeck.com/pics/23289281.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/23289281.jpg"
"23771716","7 Colored Fish","A rare rainbow fish that has never been caught by mortal man.","1800","800","Normal Monster","4","Fish","WATER","null","null","null","null","MRD-098,SD4-EN002,GLD1-EN001,SDJ-008,MRD-EN098,MRD-E098,","Metal Raiders,Structure Deck: Fury from the Deep,Gold Series,Starter Deck: Joey,Metal Raiders,Metal Raiders,","null","null","null","https://storage.googleapis.com/ygoprodeck.com/pics/23771716.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/23771716.jpg"
"24068492","Just Desserts","Inflict 500 points of damage to your opponent's Life Points for each monster on your opponent's side of the field.","null","null","Trap Card","0","Normal","0","null","null","null","null","LCKC-EN105,SDK-040,SDJ-042,SKE-043,SDK-E037,","Legendary Collection Kaiba Mega Pack,Starter Deck: Kaiba,Starter Deck: Joey,Starter Deck: Kaiba Evolution,Starter Deck: Kaiba,","null","null","null","https://storage.googleapis.com/ygoprodeck.com/pics/24068492.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/24068492.jpg"
"24094653","Polymerization","Fusion Summon 1 Fusion Monster from your Extra Deck, using monsters from your hand or field as Fusion Materials.","null","null","Spell Card","0","Normal","0","null","null","null","null","LDK2-ENJ26,LEHD-ENA22,SDMP-EN034,SDHS-EN023,DB1-EN119,SDJ-036,YGLD-ENB30,SS02-ENB11,DP1-EN014,DPKB-EN028,SDMY-EN031,SP15-EN038,LDK2-ENK22,YGLD-ENA35,YGLD-ENC28,LCYW-EN056,LOB-059,DLG1-EN009,RP01-EN008,LCJW-EN059,LCKC-EN026,LOB-EN059,SP15-EN038,LOB-E047,DEM4-EN001,","Legendary Decks II,Legendary Hero Decks,Master of Pendulum Structure Deck,HERO Strike Structure Deck,Dark Beginning 1,Starter Deck: Joey,Yugi's Legendary Decks,Speed Duel Starter Decks: Duelists of Tomorrow,Duelist Pack: Jaden Yuki,Duelist Pack: Kaiba,Structure Deck: Yugi Muto,Star Pack ARC-V,Legendary Decks II,Yugi's Legendary Decks,Yugi's Legendary Decks,Legendary Collection 3: Yugi's World Mega Pack,Legend of Blue Eyes White Dragon,Dark Legends,Retro Pack,Legendary Collection 4: Joey's World Mega Pack,Legendary Collection Kaiba Mega Pack,Legend of Blue Eyes White Dragon,Star Pack ARC-V,Legend of Blue Eyes White Dragon,Advanced Demo Deck Extra Pack,","null","null","null","https://storage.googleapis.com/ygoprodeck.com/pics/24094653.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/24094653.jpg"
"27847700","Polymerization","Fusion Summon 1 Fusion Monster from your Extra Deck, using monsters from your hand or field as Fusion Materials.","null","null","Spell Card","0","Normal","0","null","null","null","null","LDK2-ENJ26,LEHD-ENA22,SDMP-EN034,SDHS-EN023,DB1-EN119,SDJ-036,YGLD-ENB30,SS02-ENB11,DP1-EN014,DPKB-EN028,SDMY-EN031,SP15-EN038,LDK2-ENK22,YGLD-ENA35,YGLD-ENC28,LCYW-EN056,LOB-059,DLG1-EN009,RP01-EN008,LCJW-EN059,LCKC-EN026,LOB-EN059,SP15-EN038,LOB-E047,DEM4-EN001,","Legendary Decks II,Legendary Hero Decks,Master of Pendulum Structure Deck,HERO Strike Structure Deck,Dark Beginning 1,Starter Deck: Joey,Yugi's Legendary Decks,Speed Duel Starter Decks: Duelists of Tomorrow,Duelist Pack: Jaden Yuki,Duelist Pack: Kaiba,Structure Deck: Yugi Muto,Star Pack ARC-V,Legendary Decks II,Yugi's Legendary Decks,Yugi's Legendary Decks,Legendary Collection 3: Yugi's World Mega Pack,Legend of Blue Eyes White Dragon,Dark Legends,Retro Pack,Legendary Collection 4: Joey's World Mega Pack,Legendary Collection Kaiba Mega Pack,Legend of Blue Eyes White Dragon,Star Pack ARC-V,Legend of Blue Eyes White Dragon,Advanced Demo Deck Extra Pack,","null","null","null","https://storage.googleapis.com/ygoprodeck.com/pics/27847700.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/27847700.jpg"
"25880422","Block Attack","Select 1 face-up Attack Position monster on your opponent's side of the field and change it to Defense Position.","null","null","Spell Card","0","Normal","0","null","null","null","null","DB2-EN078,MRD-133,SDJ-031,MRD-EN133,MRD-E133,","Dark Beginning 2,Metal Raiders,Starter Deck: Joey,Metal Raiders,Metal Raiders,","null","null","null","https://storage.googleapis.com/ygoprodeck.com/pics/25880422.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/25880422.jpg"
"26202165","Sangan","If this card is sent from the field to the GY: Add 1 monster with 1500 or less ATK from your Deck to your hand, but you cannot activate cards, or the effects of cards, with that name for the rest of this turn. You can only use this effect of ""Sangan"" once per turn.","1000","600","Effect Monster","3","Fiend","DARK","null","null","null","null","SDJ-019,SYE-018,LDK2-ENY21,YS17-EN013,YS12-EN016,DPRP-EN038,SDGU-EN017,MRD-069,DB2-EN042,MRD-EN069,HL2-EN003,GLD2-EN001,MRD-E069,DLG1-EN037,LCYW-EN120,TU06-EN001,RP01-EN036,","Starter Deck: Joey,Starter Deck: Yugi Evolution,Legendary Decks II,Starter Deck: Link Strike,Starter Deck: Xyz Symphony,Duelist Pack: Rivals of the Pharaoh,Gates of the Underworld Structure Deck,Metal Raiders,Dark Beginning 2,Metal Raiders,Hobby League 2 participation card C,Gold Series 2009,Metal Raiders,Dark Legends,Legendary Collection 3: Yugi's World Mega Pack,Turbo Pack: Booster Six,Retro Pack,","null","null","Limited","https://storage.googleapis.com/ygoprodeck.com/pics/26202165.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/26202165.jpg"
"30532390","Sky Scout","With eyes like a hawk and a flying speed exceeding Mach 5, this monster is a master of the sky.","1800","600","Normal Monster","4","Winged Beast","WIND","null","null","null","null","PSV-049,DB1-EN094,SDJ-011,AP02-EN014,PSV-E049,PSV-EN049,","Pharaoh's Servant,Dark Beginning 1,Starter Deck: Joey,Astral Pack Two,Pharaoh's Servant,Pharaoh's Servant,","null","null","null","https://storage.googleapis.com/ygoprodeck.com/pics/30532390.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/30532390.jpg"
"31560081","Magician of Faith","FLIP: Target 1 Spell in your GY; add that target to your hand.","300","400","Flip Effect Monster","1","Spellcaster","LIGHT","null","null","null","null","SDCL-EN019,SD6-EN005,BP02-EN005,SDJ-017,YSD-EN012,MRD-036,BP02-EN005,DB1-EN163,DLG1-EN034,RP01-EN033,DUSA-EN044,MRD-E036,MRD-EN036,CP02-EN003,","Structure Deck: Cyberse Link,Structure Deck: Spellcaster's Judgment,Battle Pack 2: War of the Giants,Starter Deck: Joey,Starter Deck 2006,Metal Raiders,Battle Pack 2: War of the Giants,Dark Beginning 1,Dark Legends,Retro Pack,Duelist Saga,Metal Raiders,Metal Raiders,Champion Pack: Game Two,","null","null","null","https://storage.googleapis.com/ygoprodeck.com/pics/31560081.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/31560081.jpg"
"34460851","Flame Manipulator","This Spellcaster attacks enemies with fire-related spells such as ""Sea of Flames"" and ""Wall of Fire"".","900","1000","Normal Monster","3","Spellcaster","FIRE","null","null","null","null","DB1-EN107,SS02-ENB03,SDJ-006,LOB-016,LCJW-EN001,LOB-E012,LOB-EN016,","Dark Beginning 1,Speed Duel Starter Decks: Duelists of Tomorrow,Starter Deck: Joey,Legend of Blue Eyes White Dragon,Legendary Collection 4: Joey's World Mega Pack,Legend of Blue Eyes White Dragon,Legend of Blue Eyes White Dragon,","null","null","null","https://storage.googleapis.com/ygoprodeck.com/pics/34460851.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/34460851.jpg"
"41462083","Thousand Dragon","""Time Wizard"" + ""Baby Dragon""","2400","2000","Fusion Monster","7","Dragon","WIND","null","null","null","null","SS02-ENB21,DLG1-EN050,MIL1-EN039,DB2-EN045,SDJ-023,RP01-EN049,LCJW-EN055,MRD-143,MRD-E143,MRD-EN143,","Speed Duel Starter Decks: Duelists of Tomorrow,Dark Legends,Millennium Pack,Dark Beginning 2,Starter Deck: Joey,Retro Pack,Legendary Collection 4: Joey's World Mega Pack,Metal Raiders,Metal Raiders,Metal Raiders,","null","null","null","https://storage.googleapis.com/ygoprodeck.com/pics/41462083.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/41462083.jpg"
"41462084","Thousand Dragon","""Time Wizard"" + ""Baby Dragon""","2400","2000","Fusion Monster","7","Dragon","WIND","null","null","null","null","SS02-ENB21,DLG1-EN050,MIL1-EN039,DB2-EN045,SDJ-023,RP01-EN049,LCJW-EN055,MRD-143,MRD-E143,MRD-EN143,","Speed Duel Starter Decks: Duelists of Tomorrow,Dark Legends,Millennium Pack,Dark Beginning 2,Starter Deck: Joey,Retro Pack,Legendary Collection 4: Joey's World Mega Pack,Metal Raiders,Metal Raiders,Metal Raiders,","null","null","null","https://storage.googleapis.com/ygoprodeck.com/pics/41462084.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/41462084.jpg"
"42703248","Giant Trunade","Return all Spell and Trap Cards on the field to the hand.","null","null","Spell Card","0","Normal","0","null","null","null","null","GLD2-EN036,RP01-EN058,YSDS-EN023,SDSC-EN024,DLG1-EN059,SD5-EN021,SD2-EN015,SDRL-EN022,5DS3-EN020,SDJ-032,5DS2-EN023,YSDJ-EN022,LCJW-EN063,DB1-EN032,MRL-048,SRL-048,SRL-EN048,MRL-E048,","Gold Series 2009,Retro Pack,Starter Deck: Syrus Truesdale,Spellcaster's Command Structure Deck,Dark Legends,Structure Deck: Warrior's Triumph,Structure Deck: Zombie Madness,Rise of the Dragon Lords Structure Deck,Starter Deck: Duelist Toolbox,Starter Deck: Joey,Starter Deck: Yu-Gi-Oh! 5D's 2009,Starter Deck: Jaden Yuki,Legendary Collection 4: Joey's World Mega Pack,Dark Beginning 1,Spell Ruler,Spell Ruler,Spell Ruler,Spell Ruler,","Banned","Banned","null","https://storage.googleapis.com/ygoprodeck.com/pics/42703248.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/42703248.jpg"
"44209392","Castle Walls","Increase the DEF of 1 face-up monster on the field by 500 points until the end of this turn.","null","null","Trap Card","0","Normal","0","null","null","null","null","SDY-049,SDJ-045,SDP-043,SDK-049,YSD-EN033,SDK-E045,SDY-E045,","Starter Deck: Yugi,Starter Deck: Joey,Starter Deck: Pegasus,Starter Deck: Kaiba,Starter Deck 2006,Starter Deck: Kaiba,Starter Deck: Yugi,","null","null","null","https://storage.googleapis.com/ygoprodeck.com/pics/44209392.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/44209392.jpg"
"44287299","Masaki the Legendary Swordsman","Legendary swordmaster Masaki is a veteran of over 100 battles.","1100","1100","Normal Monster","4","Warrior","EARTH","null","null","null","null","SDJ-007,SS02-ENB04,DB1-EN110,LOB-038,LCJW-EN002,LOB-EN038,MRL-E116,","Starter Deck: Joey,Speed Duel Starter Decks: Duelists of Tomorrow,Dark Beginning 1,Legend of Blue Eyes White Dragon,Legendary Collection 4: Joey's World Mega Pack,Legend of Blue Eyes White Dragon,Spell Ruler,","null","null","null","https://storage.googleapis.com/ygoprodeck.com/pics/44287299.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/44287299.jpg"
"45231177","Flame Swordsman","""Flame Manipulator"" + ""Masaki the Legendary Swordsman""","1800","1600","Fusion Monster","5","Warrior","FIRE","null","null","null","null","SS02-ENB20,MIL1-EN038,SDJ-024,DLG1-EN003,LCJW-EN053,RP01-EN002,DB1-EN100,LOB-003,MRL-E111,LOB-EN003,","Speed Duel Starter Decks: Duelists of Tomorrow,Millennium Pack,Starter Deck: Joey,Dark Legends,Legendary Collection 4: Joey's World Mega Pack,Retro Pack,Dark Beginning 1,Legend of Blue Eyes White Dragon,Spell Ruler,Legend of Blue Eyes White Dragon,","null","null","null","https://storage.googleapis.com/ygoprodeck.com/pics/45231177.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/45231177.jpg"
"50913601","Mountain","Increase the ATK and DEF of all Dragon, Winged Beast, and Thunder-Type monsters by 200 points.","null","null","Spell Card","0","Field","0","null","null","null","null","SS02-ENA14,SDJ-037,SKE-034,LOB-048,MRL-E119,LOB-EN048,","Speed Duel Starter Decks: Duelists of Tomorrow,Starter Deck: Joey,Starter Deck: Kaiba Evolution,Legend of Blue Eyes White Dragon,Spell Ruler,Legend of Blue Eyes White Dragon,","null","null","null","https://storage.googleapis.com/ygoprodeck.com/pics/50913601.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/50913601.jpg"
"51371017","Princess of Tsurugi","FLIP: Inflict 500 damage to your opponent for each Spell and Trap Card on your opponent's side of the field.","900","700","Flip Effect Monster","3","Warrior","WIND","null","null","null","null","YSD-EN014,MRD-086,DB2-EN052,SDJ-020,MRD-E086,MRD-EN086,","Starter Deck 2006,Metal Raiders,Dark Beginning 2,Starter Deck: Joey,Metal Raiders,Metal Raiders,","null","null","null","https://storage.googleapis.com/ygoprodeck.com/pics/51371017.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/51371017.jpg"
"51482758","Remove Trap","Select 1 face-up Trap Card on the field and destroy it.","null","null","Spell Card","0","Normal","0","null","null","null","null","SDK-048,SDJ-034,SDP-034,SDY-048,LOB-060,SYE-033,SDK-E044,LOB-E048,LOB-EN060,SDY-E044,","Starter Deck: Kaiba,Starter Deck: Joey,Starter Deck: Pegasus,Starter Deck: Yugi,Legend of Blue Eyes White Dragon,Starter Deck: Yugi Evolution,Starter Deck: Kaiba,Legend of Blue Eyes White Dragon,Legend of Blue Eyes White Dragon,Starter Deck: Yugi,","null","null","null","https://storage.googleapis.com/ygoprodeck.com/pics/51482758.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/51482758.jpg"
"52097679","Shield & Sword","Switch the original ATK and DEF of all face-up monsters currently on the field, until the End Phase.","null","null","Spell Card","0","Normal","0","null","null","null","null","DB2-EN077,BP02-EN130,BP02-EN130,SD7-EN020,MRD-131,SDJ-040,MRD-EN131,MRD-E131,","Dark Beginning 2,Battle Pack 2: War of the Giants,Battle Pack 2: War of the Giants,Structure Deck: Invincible Fortress,Metal Raiders,Starter Deck: Joey,Metal Raiders,Metal Raiders,","null","null","null","https://storage.googleapis.com/ygoprodeck.com/pics/52097679.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/52097679.jpg"
