"id","name","type","desc","atk","def","level","race","attribute","archetype","set_tag","setcode","ban_tcg","ban_ocg","ban_goat","image_url","image_url_small"
"10755153","Guardian Ceal","Effect Monster","Cannot be Summoned unless you control a face-up ""Shooting Star Bow - Ceal"". You can send 1 Equip Spell Card you control that is equipped to this card to the Graveyard to target 1 monster your opponent controls; destroy that target.","1700","1400","4","Pyro","FIRE","Guardian","DR1-EN168,LCYW-EN130,DCR-006,DCR-EN006,","Dark Revelation Volume 1,Legendary Collection 3: Yugi's World Mega Pack,Dark Crisis,Dark Crisis,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/10755153.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/10755153.jpg"
"11548522","Outstanding Dog Marron","Effect Monster","When this card is sent to your Graveyard, add it to your Deck and shuffle it.","100","100","1","Beast","LIGHT","","DCR-062,DR1-EN224,DCR-EN062,","Dark Crisis,Dark Revelation Volume 1,Dark Crisis,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/11548522.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/11548522.jpg"
"11760174","Sasuke Samurai 2","Effect Monster","Once per turn, during your Main Phase, you can pay 800 Life Points. If you do this, until the End Phase, Spell and Trap Cards cannot be activated.","200","300","1","Warrior","WIND","","DCR-059,DR1-EN221,DCR-EN059,","Dark Crisis,Dark Revelation Volume 1,Dark Crisis,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/11760174.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/11760174.jpg"
"11987744","Nin-Ken Dog","Normal Monster","A Ninja dog who has mastered extreme Ninjutsu. Through hard training, it learned the technique to metamorphose into a human being.","1800","1000","4","Beast-Warrior","WIND","Ninja","DCR-002,DR1-EN164,DCR-EN002,","Dark Crisis,Dark Revelation Volume 1,Dark Crisis,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/11987744.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/11987744.jpg"
"12482652","Ojama Green","Normal Monster","He's one of the Ojama Trio. It's said that he butts in by any means necessary. It's also said that when the three are together, something happens.","0","1000","2","Beast","LIGHT","Ojama","DR1-EN218,DP2-EN002,DCR-056,DCR-EN056,","Dark Revelation Volume 1,Duelist Pack: Chazz Princeton,Dark Crisis,Dark Crisis,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/12482652.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/12482652.jpg"
"12600382","Exodia Necross","Effect Monster","Cannot be Normal Summoned/Set. Must be Special Summoned with ""Contract with Exodia"", and cannot be Special Summoned by other ways. Cannot be destroyed by battle or Spell/Trap effect. Once per turn, during your Standby Phase: This card gains 500 ATK. Destroy this card unless all 5 of these cards are in your Graveyard - ""Exodia the Forbidden One"", ""Right Arm of the Forbidden One"", ""Left Arm of the Forbidden One"", ""Right Leg of the Forbidden One"" and ""Left Leg of the Forbidden One"".","1800","0","4","Spellcaster","DARK","Exodia","LDK2-ENY09,MC2-EN003,DR1-EN182,DCR-020,DCR-EN020,","Legendary Decks II,Master Collection Volume 2,Dark Revelation Volume 1,Dark Crisis,Dark Crisis,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/12600382.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/12600382.jpg"
"13722870","Dark Flare Knight","Fusion Monster","""Dark Magician"" + ""Flame Swordsman""\nYou take no Battle Damage from battles involving this card. When this card is destroyed by battle and sent to the Graveyard: Special Summon 1 ""Mirage Knight"" from your hand or Deck.","2200","800","6","Warrior","DARK","Dark Magician","LCYW-EN049,DCR-017,DR1-EN179,DCR-EN017,","Legendary Collection 3: Yugi's World Mega Pack,Dark Crisis,Dark Revelation Volume 1,Dark Crisis,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/13722870.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/13722870.jpg"
"16135253","Agido","Effect Monster","When this card is destroyed and sent to the Graveyard as a result of battle, roll a six-sided die. You can Special Summon 1 Fairy-Type monster from your Graveyard whose Level is equal to the number rolled. (If the result is 6, you can Special Summon a Level 6 or higher monster.)","1500","1300","4","Fairy","EARTH","","DCR-080,DR1-EN242,DCR-EN080,","Dark Crisis,Dark Revelation Volume 1,Dark Crisis,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/16135253.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/16135253.jpg"
"16268841","Zolga","Effect Monster","When a monster is Tribute Summoned by Tributing this card: The owner of this card gains 2000 Life Points.","1700","1200","4","Fairy","EARTH","","DR1-EN241,BP01-EN182,BP01-EN182,BP02-EN022,BP02-EN022,DCR-079,DCR-EN079,","Dark Revelation Volume 1,Battle Pack: Epic Dawn,Battle Pack: Epic Dawn,Battle Pack 2: War of the Giants,Battle Pack 2: War of the Giants,Dark Crisis,Dark Crisis,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/16268841.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/16268841.jpg"
"16435215","Dragged Down into the Grave","Spell Card","Both players reveal their hands, each player chooses 1 card from their opponent's hand, then you discard the chosen cards from both players' hands, then both players draw 1 card.","","","","Normal","","","SR07-EN031,DCR-084,DR1-EN246,DPBC-EN029,LCYW-EN174,DCR-EN084,","Structure Deck: Zombie Horde,Dark Crisis,Dark Revelation Volume 1,Duelist Pack: Battle City,Legendary Collection 3: Yugi's World Mega Pack,Dark Crisis,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/16435215.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/16435215.jpg"
"20065549","Non-Spellcasting Area","Spell Card","All face-up monsters, except for Effect Monsters, are unaffected by other Spell effects.","","","","Continuous","","","DR1-EN205,LCYW-EN272,DCR-043,GLD1-EN035,DCR-EN043,","Dark Revelation Volume 1,Legendary Collection 3: Yugi's World Mega Pack,Dark Crisis,Gold Series,Dark Crisis,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/20065549.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/20065549.jpg"
"20188127","Fairy of the Spring","Spell Card","Target 1 Equip Spell Card in your Graveyard; add that target to your hand. That Equip Spell Card cannot be activated this turn.","","","","Normal","","","DR1-EN202,DCR-040,SD5-EN028,DL17-EN016,DCR-EN040,","Dark Revelation Volume 1,Dark Crisis,Structure Deck: Warrior's Triumph,Duelist League 17 participation cards,Dark Crisis,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/20188127.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/20188127.jpg"
"20858318","Dark Scorpion Combination","Trap Card","You can only activate this card when there are ""Don Zaloog"", ""Cliff the Trap Remover"", ""Dark Scorpion - Chick the Yellow"", ""Dark Scorpion - Gorg the Strong"", and ""Dark Scorpion - Meanae the Thorn"" face-up on your side of the field. During this turn, any of these 5 cards can attack your opponent's Life Points directly. In that case, the Battle Damage inflicted to your opponent by each of those cards becomes 400 points.","","","","Normal","","Dark Scorpion","DCR-098,DR1-EN260,DCR-EN098,","Dark Crisis,Dark Revelation Volume 1,Dark Crisis,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/20858318.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/20858318.jpg"
"21070956","Altar for Tribute","Trap Card","Select 1 monster on your side of the field and send it to the Graveyard. Increase your Life Points by an amount equal to the original ATK of the monster.","","","","Normal","","","DCR-095,DR1-EN257,DCR-EN095,","Dark Crisis,Dark Revelation Volume 1,Dark Crisis,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/21070956.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/21070956.jpg"
"21900719","Twin Swords of Flashing Light - Tryce","Spell Card","Send 1 card from your hand to the Graveyard; equip this card to a monster. It loses 500 ATK, but it can make a second attack during each Battle Phase.","","","","Equip","","Guardian","DR1-EN199,LCYW-EN141,DCR-037,DCR-EN037,","Dark Revelation Volume 1,Legendary Collection 3: Yugi's World Mega Pack,Dark Crisis,Dark Crisis,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/21900719.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/21900719.jpg"
"22796548","Archfiend's Oath","Spell Card","Once per turn: You can pay 500 Life Points, then declare 1 card name; excavate the top card of your Deck, and if it is the declared card, add it to your hand. Otherwise, send it to the Graveyard.","","","","Continuous","","Archfiend","DR1-EN254,AP04-EN024,DCR-092,DCR-EN092,","Dark Revelation Volume 1,Astral Pack Four,Dark Crisis,Dark Crisis,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/22796548.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/22796548.jpg"
"23265313","Cost Down","Spell Card","Discard 1 card; until the End Phase, reduce the Levels of all monsters in your hand by 2 (even after they are Summoned).","","","","Normal","","","SS02-ENA12,LCKC-EN040,DPKB-EN033,DCR-053,DR1-EN215,DCR-EN053,","Speed Duel Starter Decks: Duelists of Tomorrow,Legendary Collection Kaiba Mega Pack,Duelist Pack: Kaiba,Dark Crisis,Dark Revelation Volume 1,Dark Crisis,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/23265313.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/23265313.jpg"
"28106077","Cestus of Dagla","Spell Card","Equip only to a Fairy-Type monster. It gains 500 ATK. If it inflicts battle damage to your opponent: Gain LP equal to the damage inflicted.","","","","Equip","","","DR1-EN252,BP03-EN148,BP03-EN148,DCR-090,DCR-EN090,","Dark Revelation Volume 1,Battle Pack 3: Monster League,Battle Pack 3: Monster League,Dark Crisis,Dark Crisis,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/28106077.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/28106077.jpg"
"28121403","Really Eternal Rest","Trap Card","Destroy all monsters equipped with an Equip Card(s).","","","","Normal","","","TU08-EN018,DCR-050,DR1-EN212,DCR-EN050,","Turbo Pack: Booster Eight,Dark Crisis,Dark Revelation Volume 1,Dark Crisis,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/28121403.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/28121403.jpg"
"29228529","Spell Reproduction","Spell Card","Send 2 Spell Cards from your hand to the Graveyard, then target 1 Spell Card in your Graveyard; add that target to your hand.","","","","Normal","","","DR1-EN245,LCKC-EN045,LCJW-EN101,DCR-083,DCR-EN083,","Dark Revelation Volume 1,Legendary Collection Kaiba Mega Pack,Legendary Collection 4: Joey's World Mega Pack,Dark Crisis,Dark Crisis,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/29228529.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/29228529.jpg"
"29735721","Spell Vanishing","Trap Card","Discard 2 cards from your hand. Negate the activation of a Spell Card and destroy it. Also, look at your opponent's hand and Deck and if you find any Spell Cards of the same name as the destroyed Spell Card, send all of them to the Graveyard.","","","","Counter","","","DR1-EN263,DCR-101,DCR-EN101,","Dark Revelation Volume 1,Dark Crisis,Dark Crisis,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/29735721.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/29735721.jpg"
"29843091","Ojama Trio","Trap Card","Special Summon 3 ""Ojama Tokens"" (Beast-Type/LIGHT/Level 2/ATK 0/DEF 1000) to your opponent's field in Defense Position. They cannot be Tributed for a Tribute Summon, and each time 1 is destroyed, its controller takes 300 damage.","","","","Normal","","Ojama","DP2-EN027,SR04-EN034,DCR-047,DR1-EN209,DCR-EN047,","Duelist Pack: Chazz Princeton,Dinosmasher's Fury Structure Deck,Dark Crisis,Dark Revelation Volume 1,Dark Crisis,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/29843091.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/29843091.jpg"
"32022366","Gravity Axe - Grarl","Spell Card","The equipped monster gains 500 ATK. Monsters your opponent controls cannot change their battle positions.","","","","Equip","","Guardian","BP02-EN143,YS12-EN026,DCR-034,LCYW-EN138,BP02-EN143,DR1-EN196,DCR-EN034,","Battle Pack 2: War of the Giants,Starter Deck: Xyz Symphony,Dark Crisis,Legendary Collection 3: Yugi's World Mega Pack,Battle Pack 2: War of the Giants,Dark Revelation Volume 1,Dark Crisis,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/32022366.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/32022366.jpg"
"32919136","Falling Down","Spell Card","Activate this card by targeting an opponent's monster; equip this card to it. Take control of it. Destroy this card unless you control an ""Archfiend"" card. During each of your opponent's Standby Phases: You take 800 damage.","","","","Equip","","Archfiend","DR1-EN250,AP03-EN006,DCR-088,DCR-EN088,","Dark Revelation Volume 1,Astral Pack Three,Dark Crisis,Dark Crisis,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/32919136.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/32919136.jpg"
"33031674","Incandescent Ordeal","Spell Card","This card is used to Ritual Summon ""Legendary Flame Lord"". You must also Tribute monsters whose total Levels equal 7 or more from the field or your hand.","","","","Ritual","","","DR1-EN247,DCR-085,DCR-EN085,","Dark Revelation Volume 1,Dark Crisis,Dark Crisis,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/33031674.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/33031674.jpg"
"33244944","Contract with Exodia","Spell Card","If you have all 5 of ""Exodia the Forbidden One"", ""Right Arm of the Forbidden One"", ""Left Arm of the Forbidden One"", ""Right Leg of the Forbidden One"", and ""Left Leg of the Forbidden One"" in your Graveyard: Special Summon 1 ""Exodia Necross"" from your hand.","","","","Normal","","Exodia","LDK2-ENY29,DCR-031,DR1-EN193,DCR-EN031,","Legendary Decks II,Dark Crisis,Dark Revelation Volume 1,Dark Crisis,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/33244944.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/33244944.jpg"
"33977496","Thousand Needles","Effect Monster","When this Defense Position card is attacked and if the DEF of this card is higher than the ATK of the attacking monster, destroy the attacking monster at the end of the Damage Step.","1000","1800","4","Beast","EARTH","","DCR-028,DR1-EN190,DCR-EN028,","Dark Crisis,Dark Revelation Volume 1,Dark Crisis,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/33977496.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/33977496.jpg"
"34193084","Fear from the Dark","Effect Monster","When this card is sent from your hand or Deck to your Graveyard by an opponent's card effect: Special Summon this card.","1700","1500","4","Zombie","DARK","","LCJW-EN193,DCR-025,GLD5-EN009,DR1-EN187,DCR-EN025,","Legendary Collection 4: Joey's World Mega Pack,Dark Crisis,Gold Series: Haunted Mine,Dark Revelation Volume 1,Dark Crisis,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/34193084.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/34193084.jpg"
"34853266","Tsukuyomi","Spirit Monster","Cannot be Special Summoned. If this card is Normal Summoned or flipped face-up: Target 1 face-up monster on the field; change that target to face-down Defense Position. Once per turn, during the End Phase, if this card was Normal Summoned or flipped face-up this turn: Return it to the hand.","1100","1400","4","Spellcaster","DARK","","DUSA-EN052,DCR-075,DR1-EN237,SD6-EN011,AP01-EN001,DCR-EN075,","Duelist Saga,Dark Crisis,Dark Revelation Volume 1,Structure Deck: Spellcaster's Judgment,Astral Pack One,Dark Crisis,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/34853266.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/34853266.jpg"
"35215622","Blindly Loyal Goblin","Effect Monster","As long as this card remains face-up on the field, control of this card cannot switch.","1800","1500","4","Warrior","EARTH","","DCR-022,DR1-EN184,DCR-EN022,","Dark Crisis,Dark Revelation Volume 1,Dark Crisis,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/35215622.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/35215622.jpg"
"35798491","Darkbishop Archfiend","Effect Monster","The controller of this card pays 500 Life Points during each of his/her Standby Phases (this is not optional). When an Archfiend Monster Card on your side of the field is targeted by the effect of a card controlled by your opponent, when resolving the effect, roll a six-sided die. If the result is 1, 3, or 6, negate the effect and destroy the opponent's card.","300","1400","3","Fiend","WATER","Archfiend","DCR-069,DR1-EN231,DCR-EN069,","Dark Crisis,Dark Revelation Volume 1,Dark Crisis,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/35798491.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/35798491.jpg"
"35975813","Terrorking Archfiend","Effect Monster","This card cannot be Normal Summoned or Flip Summoned unless you have an Archfiend Monster Card on your side of the field. The controller of this card pays 800 Life Points during each of his/her Standby Phases (this is not optional). When this card is targeted by the effect of a card controlled by your opponent, when resolving the effect, roll a six-sided die. If the result is 2 or 5, negate the effect and destroy the opponent's card. The effects of an Effect Monster that this card destroyed as a result of battle are negated.","2000","1500","4","Fiend","DARK","Archfiend","DR1-EN234,DCR-072,DCR-EN072,","Dark Revelation Volume 1,Dark Crisis,Dark Crisis,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/35975813.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/35975813.jpg"
"36261276","Interdimensional Matter Transporter","Trap Card","Target 1 face-up monster you control; banish that target until the End Phase.","","","","Normal","","","DPKB-EN037,SS02-ENA15,SDDC-EN039,SDKS-EN034,LCKC-EN052,BP01-EN098,SD1-EN026,BP01-EN098,DCR-052,DR1-EN214,DCR-EN052,","Duelist Pack: Kaiba,Speed Duel Starter Decks: Duelists of Tomorrow,Dragons Collide Structure Deck,Structure Deck: Seto Kaiba,Legendary Collection Kaiba Mega Pack,Battle Pack: Epic Dawn,Structure Deck: Dragon's Roar,Battle Pack: Epic Dawn,Dark Crisis,Dark Revelation Volume 1,Dark Crisis,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/36261276.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/36261276.jpg"
"39978267","Cyber Raider","Effect Monster","When this card is Summoned: Activate 1 of these effects.\n● Target 1 Equip Card equipped to a monster on the field; destroy that target.\n● Target 1 Equip Card equipped to a monster on the field; equip that target to this card.","1400","1000","4","Machine","DARK","","BPW2-EN008,DR1-EN173,DCR-011,WGRT-EN008,DCR-EN011,","War of the Giants: Round 2,Dark Revelation Volume 1,Dark Crisis,War of the Giants Reinforcements,Dark Crisis,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/39978267.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/39978267.jpg"
"46037213","Guardian Tryce","Effect Monster","Cannot be Summoned unless you control a face-up ""Twin Swords of Flashing Light - Tryce"". When this card is destroyed and sent to the Graveyard: Special Summon the monster from the Graveyard that was used for its Tribute Summon.","1900","1700","5","Thunder","LIGHT","Guardian","DR1-EN172,LCYW-EN134,DCR-010,DCR-EN010,","Dark Revelation Volume 1,Legendary Collection 3: Yugi's World Mega Pack,Dark Crisis,Dark Crisis,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/46037213.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/46037213.jpg"
"46820049","Mefist the Infernal General","Effect Monster","When this card attacks with an ATK that is higher than the DEF of your opponent's Defense Position monster, inflict the difference as Battle Damage to your opponent's Life Points. When this card inflicts Battle Damage to your opponent's Life Points, discard 1 card randomly from your opponent's hand.","1800","1700","5","Fiend","DARK","","DR1-EN228,DCR-066,DCR-EN066,","Dark Revelation Volume 1,Dark Crisis,Dark Crisis,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/46820049.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/46820049.jpg"
"47150851","Guardian Grarl","Effect Monster","Cannot be Summoned unless you control a face-up ""Gravity Axe - Grarl"". If this is the only card in your hand, you can Special Summon it (from your hand).","2500","1000","5","Dinosaur","EARTH","Guardian","DR1-EN169,LCYW-EN131,DCR-007,DCR-EN007,","Dark Revelation Volume 1,Legendary Collection 3: Yugi's World Mega Pack,Dark Crisis,Dark Crisis,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/47150851.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/47150851.jpg"
"47372349","Acrobat Monkey","Normal Monster","An autonomous monkey type robot which was developed with cutting-edge technology. It moves very acrobatically.","1000","1800","3","Machine","EARTH","","YSDS-EN004,DCR-003,DR1-EN165,DCR-EN003,","Starter Deck: Syrus Truesdale,Dark Crisis,Dark Revelation Volume 1,Dark Crisis,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/47372349.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/47372349.jpg"
"47942531","Great Maju Garzett","Effect Monster","The ATK of this card becomes twice the original ATK of 1 monster that you Tributed for the Tribute Summon of this card.","0","0","6","Fiend","DARK","Maju","DR1-EN225,DCR-063,DCR-EN063,","Dark Revelation Volume 1,Dark Crisis,Dark Crisis,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/47942531.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/47942531.jpg"
"48094997","Battle Footballer","Normal Monster","A cyborg with high defense power. Originally it was invented for a football machine.","1000","2100","4","Machine","FIRE","","DR1-EN163,DCR-001,5DS3-EN001,DCR-EN001,","Dark Revelation Volume 1,Dark Crisis,Starter Deck: Duelist Toolbox,Dark Crisis,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/48094997.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/48094997.jpg"
