"id","name","type","desc","atk","def","level","race","attribute","archetype","set_tag","setcode","ban_tcg","ban_ocg","ban_goat","image_url","image_url_small"
"12883044","Flame Dancer","Normal Monster","This monster moves while swinging its burning rope.","550","450","2","Pyro","FIRE","","LON-058,LON-E058,LON-EN058,","Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/12883044.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/12883044.jpg"
"12953226","Nuvia the Wicked","Effect Monster","If this monster is Normal Summoned, destroy this card. If your opponent controls any monster, decrease the ATK of this card by 200 points for each monster on your opponent's side of the field.","2000","800","4","Fiend","DARK","Mask","DB1-EN216,LON-013,LON-EN013,LON-E013,","Dark Beginning 1,Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/12953226.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/12953226.jpg"
"13522325","Spirit of Flames","Effect Monster","Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by banishing 1 FIRE monster from your Graveyard. This card gains 300 ATK during your Battle Phase only.","1700","1000","4","Pyro","FIRE","","LON-067,SDOK-EN016,LON-E067,LON-EN067,","Labyrinth of Nightmare,Onslaught of the Fire Kings Structure Deck,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/13522325.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/13522325.jpg"
"13676474","Grand Tiki Elder","Normal Monster","A masked monster that wields the most deadly of curses.","1500","800","4","Fiend","DARK","Mask","DB1-EN213,CP04-EN014,LON-011,LON-E011,LON-EN011,","Dark Beginning 1,Champion Pack: Game Four,Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/13676474.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/13676474.jpg"
"14644902","Summoner of Illusions","Flip Effect Monster","FLIP: Tribute 1 other monster, and if you do, Special Summon 1 Fusion Monster from your Extra Deck, but destroy it during the End Phase of this turn.","800","900","3","Spellcaster","LIGHT","","FUEN-EN038,LON-063,LCYW-EN243,GLD1-EN004,LON-EN063,LON-E063,","Fusion Enforcers,Labyrinth of Nightmare,Legendary Collection 3: Yugi's World Mega Pack,Gold Series,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/14644902.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/14644902.jpg"
"15866454","Spiritualism","Spell Card","Return 1 Spell/Trap Card your opponent controls to the hand. This card's activation and effect cannot be negated.","","","","Normal","","","LCYW-EN127,DB2-EN027,LON-094,LON-E094,LON-EN094,","Legendary Collection 3: Yugi's World Mega Pack,Dark Beginning 2,Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/15866454.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/15866454.jpg"
"18605135","Tornado Wall","Trap Card","Activate only while ""Umi"" is on the field. While ""Umi"" is face-up on the field, you take no Battle Damage from attacking monsters. Destroy this card when ""Umi"" leaves the field.","","","","Continuous","","","RP02-EN033,DB1-EN226,SD4-EN029,SDRE-EN035,LON-023,LON-E023,LON-EN023,","Retro Pack 2,Dark Beginning 1,Structure Deck: Fury from the Deep,Realm of the Sea Emperor Structure Deck,Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/18605135.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/18605135.jpg"
"19230408","Offerings to the Doomed","Spell Card","Target 1 face-up monster on the field; destroy that target, also skip your next Draw Phase.","","","","Quick-Play","","","YSKR-EN033,BP03-EN138,SDPL-EN023,OP01-EN023,DT02-EN039,BP01-EN070,LON-051,BP03-EN138,BP01-EN070,GLD1-EN034,LON-E051,LON-EN051,","Starter Deck: Kaiba Reloaded,Battle Pack 3: Monster League,Structure Deck: Powercode Link,OTS Tournament Pack 1,Duel Terminal 2,Battle Pack: Epic Dawn,Labyrinth of Nightmare,Battle Pack 3: Monster League,Battle Pack: Epic Dawn,Gold Series,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/19230408.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/19230408.jpg"
"19230407","Offerings to the Doomed","Spell Card","Target 1 face-up monster on the field; destroy that target, also skip your next Draw Phase.","","","","Quick-Play","","","YSKR-EN033,BP03-EN138,SDPL-EN023,OP01-EN023,DT02-EN039,BP01-EN070,LON-051,BP03-EN138,BP01-EN070,GLD1-EN034,LON-E051,LON-EN051,","Starter Deck: Kaiba Reloaded,Battle Pack 3: Monster League,Structure Deck: Powercode Link,OTS Tournament Pack 1,Duel Terminal 2,Battle Pack: Epic Dawn,Labyrinth of Nightmare,Battle Pack 3: Monster League,Battle Pack: Epic Dawn,Gold Series,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/19230407.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/19230407.jpg"
"19827717","Return of the Doomed","Spell Card","Discard 1 Monster Card from your hand to the Graveyard. Return 1 of your monsters destroyed and sent to your Graveyard as a result of battle during this turn to your hand at the end of this turn.","","","","Normal","","","DB1-EN224,LON-021,LON-EN021,LON-E021,","Dark Beginning 1,Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/19827717.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/19827717.jpg"
"20765952","Mask of Dispel","Spell Card","Select 1 face-up Spell Card on the field. The controller of the Spell Card takes 500 points of damage during each of your Standby Phases. When the selected card is removed from the field, destroy this card.","","","","Continuous","","Mask","DB1-EN220,LON-017,LON-E017,LON-EN017,","Dark Beginning 1,Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/20765952.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/20765952.jpg"
"21175632","St. Joan","Fusion Monster","""The Forgiving Maiden"" + ""Darklord Marie""","2800","2000","7","Fairy","LIGHT","","DB1-EN240,LON-045,LON-E045,LON-EN045,","Dark Beginning 1,Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/21175632.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/21175632.jpg"
"21297224","Hysteric Fairy","Effect Monster","Tribute 2 monsters on your side of the field to increase your Life Points by 1000 points.","1800","500","4","Fairy","LIGHT","","DB1-EN238,LON-042,LON-E042,LON-EN042,","Dark Beginning 1,Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/21297224.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/21297224.jpg"
"21558682","Jam Defender","Trap Card","When an opponent's monster declares an attack on a monster you control: You can target 1 ""Revival Jam"" you control; switch the attack target to that target.","","","","Continuous","","Slime","DB1-EN231,LCJW-EN131,LON-028,RP02-EN036,LON-EN028,LON-E028,","Dark Beginning 1,Legendary Collection 4: Joey's World Mega Pack,Labyrinth of Nightmare,Retro Pack 2,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/21558682.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/21558682.jpg"
"21598948","Fairy Box","Trap Card","When your opponent's monster declares an attack: Toss a coin and call it. If you call it right, the attacking monster's ATK becomes 0 until the end of the Battle Phase. During each of your Standby Phases, pay 500 Life Points or destroy this card.","","","","Continuous","","","LCJW-EN076,DB1-EN227,DL11-EN018,LON-024,LON-EN024,LON-E024,","Legendary Collection 4: Joey's World Mega Pack,Dark Beginning 1,Duelist League 2 participation cards,Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/21598948.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/21598948.jpg"
"21770260","Jam Breeding Machine","Spell Card","During each of your Standby Phases: Special Summon 1 ""Slime Token"" (Aqua-Type/WATER/LEVEL 1/ATK 500/DEF 500) in Attack Position. You cannot Summon any monsters, except ""Slime Tokens"" (but you can Set).","","","","Continuous","","Slime","DB1-EN229,LCJW-EN124,LON-026,LON-E026,LON-EN026,","Dark Beginning 1,Legendary Collection 4: Joey's World Mega Pack,Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/21770260.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/21770260.jpg"
"21888494","Chosen One","Spell Card","Select 1 Monster Card and 2 non-Monster Cards from your hand. Your opponent randomly selects 1 card among them. If it is a Monster Card, it is Special Summoned and send the remaining 2 cards to the Graveyard. If not, send all the cards to the Graveyard.","","","","Normal","","","LON-014,DB1-EN217,LON-EN014,LON-E014,","Labyrinth of Nightmare,Dark Beginning 1,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/21888494.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/21888494.jpg"
"22419772","Fairy Guardian","Effect Monster","Tribute this face-up card to return 1 Spell Card sent to your Graveyard by your opponent's card effect during this turn to the bottom of your Deck.","1000","1000","3","Fairy","WIND","Guardian","LON-039,LON-E039,LON-EN039,","Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/22419772.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/22419772.jpg"
"27132350","Fire Sorcerer","Flip Effect Monster","FLIP: Randomly select 2 cards from your hand and remove them from play to inflict 800 points of damage to your opponent's Life Points.","1000","1500","4","Spellcaster","FIRE","","LON-036,LON-EN036,LON-E036,","Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/27132350.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/27132350.jpg"
"27671321","Lightning Conger","Normal Monster","This massive eel generates huge charges of electricity and unleashes them as thunderbolts.","350","750","3","Thunder","WATER","","LON-060,LON-EN060,LON-E060,","Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/27671321.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/27671321.jpg"
"28358902","Crimson Sentry","Effect Monster","Tribute this face-up card to return 1 of your monsters destroyed as a result of battle during this turn to the bottom of your Deck.","1500","1200","4","Warrior","FIRE","","LON-033,LON-E033,LON-EN033,","Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/28358902.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/28358902.jpg"
"29549364","Mask of Restrict","Trap Card","Neither player can Tribute cards.","","","","Continuous","","Mask","RP02-EN031,SR07-EN040,LCYW-EN179,DB1-EN221,LON-018,OP02-EN010,LON-EN018,LON-E018,","Retro Pack 2,Structure Deck: Zombie Horde,Legendary Collection 3: Yugi's World Mega Pack,Dark Beginning 1,Labyrinth of Nightmare,OTS Tournament Pack 2,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/29549364.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/29549364.jpg"
"30170981","Spirit Message ""L""","Spell Card","This card can only be placed on the field by the effect of ""Destiny Board.""","","","","Continuous","","Spirit Message","DB2-EN025,DPRP-EN045,RP02-EN049,LON-092,LON-E092,LON-EN092,","Dark Beginning 2,Duelist Pack: Rivals of the Pharaoh,Retro Pack 2,Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/30170981.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/30170981.jpg"
"30606547","The Dark Door","Spell Card","Only 1 monster can attack during each Battle Phase.","","","","Continuous","","","DB2-EN026,LCYW-EN126,LON-093,LON-EN093,LON-E093,","Dark Beginning 2,Legendary Collection 3: Yugi's World Mega Pack,Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/30606547.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/30606547.jpg"
"31709826","Revival Jam","Effect Monster","When this card is destroyed by battle and sent to the Graveyard: You can pay 1000 Life Points; Special Summon it in face-up Defense Position during your next turn's Standby Phase.","1500","500","4","Aqua","WATER","Slime","RP02-EN028,BP02-EN010,DB1-EN210,LCJW-EN113,LON-006,BP02-EN010,LON-EN006,LON-E006,","Retro Pack 2,Battle Pack 2: War of the Giants,Dark Beginning 1,Legendary Collection 4: Joey's World Mega Pack,Labyrinth of Nightmare,Battle Pack 2: War of the Giants,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/31709826.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/31709826.jpg"
"31829185","Dark Necrofear","Effect Monster","Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by banishing 3 Fiend-Type monsters from your Graveyard. During the End Phase, if this card is in the Graveyard because it was destroyed by an opponent's card this turn (by battle or card effect) and sent to your Graveyard while it was a Monster Card under your control: Target 1 face-up monster your opponent controls; equip this card to that target. While this card is equipped to a monster by this effect, take control of that monster.","2200","2800","8","Fiend","DARK","","DPRP-EN040,DT02-EN056,DPBC-EN033,LC03-EN002,RP02-EN042,CP05-EN006,MC1-EN005,DL2-002,DB2-EN004,LON-065,DL2-EN002,LON-E065,LON-EN065,","Duelist Pack: Rivals of the Pharaoh,Duel Terminal 2,Duelist Pack: Battle City,Legendary Collection 3: Yugi's World,Retro Pack 2,Champion Pack: Game Five,Master Collection Volume 1,Duelist League Series 2 participation cards,Dark Beginning 2,Labyrinth of Nightmare,Duelist League Series 2 participation cards,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/31829185.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/31829185.jpg"
"31893528","Spirit Message ""I""","Spell Card","This card can only be placed on the field by the effect of ""Destiny Board"".","","","","Continuous","","Spirit Message","DPRP-EN042,DB2-EN022,RP02-EN046,LON-089,LON-EN089,LON-E089,","Duelist Pack: Rivals of the Pharaoh,Dark Beginning 2,Retro Pack 2,Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/31893528.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/31893528.jpg"
"31987274","Flying Fish","Normal Monster","Three wishes are granted to those fortunate enough to see this monster in flight.","800","500","4","Fish","WIND","","LON-007,LON-E007,LON-EN007,","Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/31987274.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/31987274.jpg"
"32015116","Blind Destruction","Trap Card","Once per turn, during your Standby Phase: Roll a six-sided die. If the result is 1-5, destroy all monsters on the field with the same Level as the number rolled. If it is 6, destroy all Level 6 and higher monsters on the field.","","","","Continuous","","","DB2-EN019,LCJW-EN269,LON-086,LON-E086,LON-EN086,","Dark Beginning 2,Legendary Collection 4: Joey's World Mega Pack,Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/32015116.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/32015116.jpg"
"32437102","Dragonic Attack","Spell Card","This card can only be used to equip Warrior-Type monsters. The equipped monster is treated as a Dragon-Type and increases the ATK and DEF of the equipped monster by 500 points.","","","","Equip","","","LON-101,LON-E101,LON-EN101,","Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/32437102.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/32437102.jpg"
"32541773","The Portrait's Secret","Normal Monster","A portrait cursed by the artist, it is said to bring ill fortune to anyone who owns it.","1200","1500","4","Fiend","EARTH","","DB1-EN246,LON-052,LON-E052,LON-EN052,","Dark Beginning 1,Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/32541773.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/32541773.jpg"
"33550694","Fusion Gate","Spell Card","While this card is on the field: The turn player can Fusion Summon 1 Fusion Monster from their Extra Deck, by banishing Fusion Materials listed on it from their hand or field.","","","","Field","","","SS02-ENV02,HL1-EN005,LCYW-EN268,LON-098,FUEN-EN050,DB2-EN030,TU06-EN012,DL11-EN016,LON-E098,LON-EN098,","Speed Duel Starter Decks: Duelists of Tomorrow,Hobby League 1 participation cards C,Legendary Collection 3: Yugi's World Mega Pack,Labyrinth of Nightmare,Fusion Enforcers,Dark Beginning 2,Turbo Pack: Booster Six,Duelist League 2 participation cards,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/33550694.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/33550694.jpg"
"33737664","Graverobber's Retribution","Trap Card","During each of your Standby Phases, inflict 100 points of damage to your opponent's Life Points for each of your opponent's monsters that have been removed from play.","","","","Continuous","","","DB2-EN017,LON-083,LON-E083,LON-EN083,","Dark Beginning 2,Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/33737664.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/33737664.jpg"
"33950246","Royal Command","Trap Card","Flip monsters' effects cannot be activated, also their effects are negated.","","","","Continuous","","","AP06-EN027,DB2-EN014,TU05-EN020,GLD1-EN042,LON-080,LON-EN080,LON-E080,","Astral Pack Six,Dark Beginning 2,Turbo Pack: Booster Five,Gold Series,Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/33950246.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/33950246.jpg"
"38480590","Lady Panther","Effect Monster","Tribute this face-up card to return 1 of your monsters destroyed as a result of battle during this turn to the top of your Deck.","1400","1300","4","Beast-Warrior","EARTH","","LON-030,LON-E030,LON-EN030,","Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/38480590.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/38480590.jpg"
"40133511","Bazoo the Soul-Eater","Effect Monster","Once per turn: You can banish up to 3 monsters from your Graveyard; this card gains 300 ATK for each, until the end of your opponent's turn.","1600","900","4","Beast","EARTH","","BP02-EN012,BP02-EN012,BP01-EN119,BP01-EN119,BP03-EN002,BP03-EN002,SDDE-EN008,DB2-EN003,TP5-EN007,RP02-EN041,LON-064,LON-EN064,LON-E064,","Battle Pack 2: War of the Giants,Battle Pack 2: War of the Giants,Battle Pack: Epic Dawn,Battle Pack: Epic Dawn,Battle Pack 3: Monster League,Battle Pack 3: Monster League,The Dark Emperor Structure Deck,Dark Beginning 2,Tournament Pack 5,Retro Pack 2,Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/40133511.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/40133511.jpg"
"40916023","Aqua Spirit","Effect Monster","This card cannot be Normal Summoned or Set. This card can only be Special Summoned by removing from play 1 WATER monster in your Graveyard. During each of your opponent's Standby Phases, you can change the battle position of 1 of your opponent's face-up Monster Cards. Once changed, the monster must remain in this position for the rest of the turn.","1600","1200","4","Aqua","WATER","","LON-068,DB2-EN006,LON-E068,LON-EN068,","Labyrinth of Nightmare,Dark Beginning 2,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/40916023.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/40916023.jpg"
"41855169","Jowgen the Spiritualist","Effect Monster","You can discard 1 random card from your hand to the Graveyard; destroy all Special Summoned monsters on the field. Neither player can Special Summon monsters.","200","1300","3","Spellcaster","LIGHT","","TP5-EN011,LON-061,AP03-EN015,DB2-EN001,LON-EN061,LON-E061,","Tournament Pack 5,Labyrinth of Nightmare,Astral Pack Three,Dark Beginning 2,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/41855169.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/41855169.jpg"
"44072894","Supply","Flip Effect Monster","FLIP: Return 2 Fusion-Material monsters that were sent to the Graveyard as a result of a Fusion Summon to your hand.","1300","800","4","Warrior","EARTH","","LON-075,LON-E075,LON-EN075,","Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/44072894.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/44072894.jpg"
