"id","name","type","desc","atk","def","level","race","attribute","archetype","set_tag","setcode","ban_tcg","ban_ocg","ban_goat","image_url","image_url_small"
"8842266","Poison of the Old Man","Spell Card","Activate 1 of these effects;\n● Gain 1200 LP.\n● Inflict 800 damage to your opponent.","","","","Quick-Play","","","YS15-ENF18,DR1-EN088,YS14-EN030,MFC-033,YS11-EN029,","Saber Force Starter Deck,Dark Revelation Volume 1,Super Starter: Space-Time Showdown,Magician's Force,Starter Deck: Dawn of the Xyz,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/8842266.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/8842266.jpg"
"8964854","Combination Attack","Spell Card","During a Battle Phase, you can use this effect on 1 monster that has attacked this turn and is equipped with a Union Monster. Change the Union Monster back to a monster in face-up Attack or Defense Position. Also, the monster that was equipped with the Union Monster may attack again this turn.","","","","Quick-Play","","","DR1-EN085,MFC-030,","Dark Revelation Volume 1,Magician's Force,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/8964854.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/8964854.jpg"
"9156135","Apprentice Magician","Effect Monster","If this card is Summoned: Target 1 face-up card on the field that you can place a Spell Counter on; place 1 Spell Counter on that target. If this card is destroyed by battle: You can Special Summon 1 Level 2 or lower Spellcaster-Type monster from your Deck in face-down Defense Position.","400","800","2","Spellcaster","DARK","Magician","SDSC-EN008,SD6-EN007,DR1-EN121,MFC-066,BATT-EN002,CP04-EN004,","Spellcaster's Command Structure Deck,Structure Deck: Spellcaster's Judgment,Dark Revelation Volume 1,Magician's Force,Battle Pack Tournament Prize Cards,Champion Pack: Game Four,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/9156135.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/9156135.jpg"
"9786492","White Dragon Ritual","Spell Card","This card is used to Ritual Summon ""Paladin of White Dragon"". You must also Tribute monsters from your hand or field whose total Levels equal 4 or more.","","","","Ritual","","","DR1-EN082,MFC-027,SKE-025,DPKB-EN032,","Dark Revelation Volume 1,Magician's Force,Starter Deck: Kaiba Evolution,Duelist Pack: Kaiba,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/9786492.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/9786492.jpg"
"10209545","Decayed Commander","Effect Monster","When this card is Normal Summoned successfully, you can Special Summon 1 ""Zombie Tiger"" from your hand. If this card successfully attacks your opponent's Life Points directly, your opponent discards 1 card randomly from his/her hand.","1000","1500","4","Zombie","EARTH","","DR1-EN065,MFC-010,","Dark Revelation Volume 1,Magician's Force,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/10209545.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/10209545.jpg"
"10809984","Great Phantom Thief","Effect Monster","Each time this card inflicts Battle Damage to your opponent's Life Points, declare the name of 1 card. Then see your opponent's hand and discard all copies of the declared card in his/her hand to the Graveyard.","1000","1000","3","Spellcaster","EARTH","","DR1-EN079,MFC-024,","Dark Revelation Volume 1,Magician's Force,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/10809984.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/10809984.jpg"
"10979723","Amazoness Tiger","Effect Monster","You can only control 1 ""Amazoness Tiger"". This card gains 400 ATK for each ""Amazoness"" monster you control. Your opponent cannot attack any face-up ""Amazoness"" monsters, except this one.","1100","1500","4","Beast","EARTH","Amazoness","DR1-EN118,GLD3-EN008,MFC-063,LCJW-EN089,","Dark Revelation Volume 1,Gold Series 3,Magician's Force,Legendary Collection 4: Joey's World Mega Pack,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/10979723.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/10979723.jpg"
"11021521","Neko Mane King","Effect Monster","During your opponent's turn, when this card in your possession is sent to your Graveyard by an opponent's card effect: It becomes the End Phase of this turn.","0","0","1","Beast","EARTH","","DR1-EN076,LCJW-EN035,MFC-021,","Dark Revelation Volume 1,Legendary Collection 4: Joey's World Mega Pack,Magician's Force,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/11021521.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/11021521.jpg"
"11091375","Luster Dragon","Normal Monster","A very beautiful dragon covered with sapphire. It does not like fights, but has incredibly high attack power.","1900","1600","4","Dragon","WIND","","DR1-EN113,YSD-EN005,BP01-EN111,BP01-EN111,SD1-EN003,SDBE-EN004,SDKS-EN019,BP02-EN001,YS14-EN002,BP02-EN001,YSKR-EN007,MFC-058,TP5-EN004,","Dark Revelation Volume 1,Starter Deck 2006,Battle Pack: Epic Dawn,Battle Pack: Epic Dawn,Structure Deck: Dragon's Roar,Saga of Blue-Eyes White Dragon Structure Deck,Structure Deck: Seto Kaiba,Battle Pack 2: War of the Giants,Super Starter: Space-Time Showdown,Battle Pack 2: War of the Giants,Starter Deck: Kaiba Reloaded,Magician's Force,Tournament Pack 5,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/11091375.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/11091375.jpg"
"11321183","Dark Blade","Normal Monster","They say he is a dragon-manipulating warrior from the dark world. His attack is tremendous, using his great swords with vicious power.","1800","1500","4","Warrior","DARK","Dark World","5DS1-EN004,SYE-015,DR1-EN062,YSDS-EN003,YSYR-EN007,YS11-EN003,YS14-EN005,DEM1-EN002,YSD-EN004,YSDJ-EN003,MFC-007,SD5-EN003,","Starter Deck: Yu-Gi-Oh! 5D's,Starter Deck: Yugi Evolution,Dark Revelation Volume 1,Starter Deck: Syrus Truesdale,Starter Deck: Yugi Reloaded,Starter Deck: Dawn of the Xyz,Super Starter: Space-Time Showdown,Demo Pack,Starter Deck 2006,Starter Deck: Jaden Yuki,Magician's Force,Structure Deck: Warrior's Triumph,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/11321183.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/11321183.jpg"
"11743119","Union Rider","Effect Monster","You can take control of up to 1 Union Monster that is currently a monster on your opponent's side of the field, and equip it to this card. The Union Monster that is equipped to this card cannot be changed back to a monster using its own effect.","1000","1000","2","Machine","WIND","","DR1-EN073,MFC-018,","Dark Revelation Volume 1,Magician's Force,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/11743119.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/11743119.jpg"
"11813953","Great Angus","Normal Monster","A very violent beast, it is always berserk. People say that they have never seen it silent.","1800","600","4","Beast","FIRE","","DR1-EN110,SD3-EN002,MFC-055,","Dark Revelation Volume 1,Structure Deck: Blaze of Destruction,Magician's Force,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/11813953.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/11813953.jpg"
"12143771","People Running About","Normal Monster","Although they always suffer in silence, they swear an oath to inevitably revolt.","600","600","2","Pyro","FIRE","","DR1-EN056,MFC-001,","Dark Revelation Volume 1,Magician's Force,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/12143771.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/12143771.jpg"
"12965761","Des Dendle","Union Effect Monster","Once per turn, during your Main Phase, if you control this monster on the field, you can equip it to your ""Vampire Orchis"" as an Equip Card, OR unequip the Union equipment and Special Summon this card in face-up Attack Position. While equipped to a monster by this card's effect, each time the equipped monster destroys 1 of your opponent's monsters, Special Summon 1 ""Wicked Plant Token"" (Plant-Type/EARTH/1 Star/ATK 800/DEF 800). (1 monster can only be equipped with 1 Union Monster at a time. If the equipped monster is destroyed as a result of battle, destroy this card instead.)","300","2000","4","Plant","EARTH","","DR1-EN070,MFC-015,","Dark Revelation Volume 1,Magician's Force,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/12965761.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/12965761.jpg"
"19086954","Second Goblin","Union Effect Monster","Once per turn, during your Main Phase, if you control this monster on the field, you can equip it to your ""Giant Orc"" as an Equip Card, OR unequip the Union equipment and Special Summon this card in face-up Attack Position. While equipped to a monster by this card's effect, you can change the equipped monster's battle position once per turn. (1 monster can only be equipped with 1 Union Monster at a time. If the equipped monster is destroyed as a result of battle, destroy this card instead.)","100","100","1","Fiend","DARK","","DR1-EN068,MFC-013,","Dark Revelation Volume 1,Magician's Force,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/19086954.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/19086954.jpg"
"20727787","Disarmament","Trap Card","Destroy all Equip Cards on the field.","","","","Normal","","","MFC-102,DR1-EN157,","Magician's Force,Dark Revelation Volume 1,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/20727787.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/20727787.jpg"
"21840375","Hidden Spellbook","Trap Card","During your turn: Target 2 Spell Cards in your Graveyard; shuffle those targets into the Deck.","","","","Normal","","","DR1-EN154,MFC-099,GLD5-EN048,","Dark Revelation Volume 1,Magician's Force,Gold Series: Haunted Mine,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/21840375.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/21840375.jpg"
"24096228","Double Spell","Spell Card","Discard 1 Spell Card, then target 1 Spell Card in your opponent's Graveyard; place that target in the appropriate Zone on your side of the field, and as this card's effect resolution, follow its card text as if you had used it yourself.","","","","Normal","","","LCYW-EN065,YGLD-ENB23,DR1-EN161,MFC-106,","Legendary Collection 3: Yugi's World Mega Pack,Yugi's Legendary Decks,Dark Revelation Volume 1,Magician's Force,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/24096228.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/24096228.jpg"
"25119460","YZ-Tank Dragon","Fusion Monster","""Y-Dragon Head"" + ""Z-Metal Tank""\nMust first be Special Summoned (from your Extra Deck) by banishing the above cards you control. (You do not use ""Polymerization"".) Cannot be Special Summoned from the Graveyard. You can discard 1 card, then target 1 face-down monster your opponent controls; destroy that target.","2100","2200","6","Machine","LIGHT","ABC","DPRP-EN027,DR1-EN109,MFC-054,","Duelist Pack: Rivals of the Pharaoh,Dark Revelation Volume 1,Magician's Force,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/25119460.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/25119460.jpg"
"26931058","Formation Union","Trap Card","Select and activate 1 of the following effects:\n● Equip 1 Union Monster on your side of the field to an appropriate monster on your side of the field as an Equip Spell Card.\n● Unequip 1 of your equipped Union Monsters and Special Summon it to your side of the field in face-up Attack Position.","","","","Normal","","","MFC-049,DR1-EN104,","Magician's Force,Dark Revelation Volume 1,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/26931058.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/26931058.jpg"
"27053506","Secret Barrel","Trap Card","Inflict 200 damage to your opponent for each card in their hand and for each card they control.","","","","Normal","","","5DS3-EN034,DEM1-EN017,MFC-046,DR1-EN101,","Starter Deck: Duelist Toolbox,Demo Pack,Magician's Force,Dark Revelation Volume 1,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/27053506.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/27053506.jpg"
"32062913","Mega Ton Magical Cannon","Spell Card","Remove 10 Spell Counters on your side of the field. Destroy all cards on your opponent's side of the field.","","","","Normal","","","DR1-EN149,MFC-094,","Dark Revelation Volume 1,Magician's Force,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/32062913.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/32062913.jpg"
"32240937","Ultimate Obedient Fiend","Effect Monster","This card can only attack if this card is the only card on your side of the field and if you also have no cards in your hand. Negate the effects of Effect Monsters destroyed by this card.","3500","3000","10","Fiend","FIRE","","MFC-082,DR1-EN137,","Magician's Force,Dark Revelation Volume 1,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/32240937.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/32240937.jpg"
"32362575","Magical Merchant","Flip Effect Monster","FLIP: Excavate cards from the top of your Deck until you excavate a Spell/Trap Card. Add that card to your hand, also send the remaining cards to the Graveyard.","200","700","1","Insect","LIGHT","","SDPL-EN018,SP14-EN040,DR1-EN134,AP04-EN016,MFC-079,SP14-EN040,CP05-EN003,","Structure Deck: Powercode Link,Star Pack 2014,Dark Revelation Volume 1,Astral Pack Four,Magician's Force,Star Pack 2014,Champion Pack: Game Five,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/32362575.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/32362575.jpg"
"33114323","Metalsilver Armor","Spell Card","As long as you control the monster equipped with this card, your opponent cannot use the effect of a Spell, Trap, or Effect Monster that targets 1 monster, except the equipped monster.","","","","Equip","","","DR1-EN092,MFC-037,","Dark Revelation Volume 1,Magician's Force,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/33114323.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/33114323.jpg"
"33184167","Tribe-Infecting Virus","Effect Monster","Discard 1 card from your hand and declare 1 Type of monster. Destroy all face-up monsters of the declared Type on the field.","1600","1000","4","Aqua","WATER","","SD4-EN007,DR1-EN131,MFC-076,","Structure Deck: Fury from the Deep,Dark Revelation Volume 1,Magician's Force,","Banned","","Limited","https://storage.googleapis.com/ygoprodeck.com/pics/33184167.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/33184167.jpg"
"33784505","Jar Robber","Spell Card","You can only activate this card when ""Pot of Greed"" is activated. Negate the effect of the ""Pot of Greed"" and draw 1 card from your Deck.","","","","Quick-Play","","","DR1-EN146,MFC-091,","Dark Revelation Volume 1,Magician's Force,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/33784505.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/33784505.jpg"
"34029630","Pitch-Black Power Stone","Trap Card","Activate this card by placing 3 Spell Counters on it. Once per turn, during your turn: You can target 1 other face-up card on the field that you can place a Spell Counter on; remove 1 Spell Counter from this card, and if you do, place 1 Spell Counter on that target. When the last Spell Counter(s) is removed from this card, destroy it.","","","","Continuous","","","SD6-EN034,OP07-EN022,MFC-095,SDSC-EN036,DR1-EN150,","Structure Deck: Spellcaster's Judgment,OTS Tournament Pack 7,Magician's Force,Spellcaster's Command Structure Deck,Dark Revelation Volume 1,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/34029630.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/34029630.jpg"
"34206604","Magical Scientist","Effect Monster","Pay 1000 Life Points to Special Summon 1 level 6 or lower Fusion Monster from your Extra Deck in face-up Attack or Defense Position. That Fusion Monster cannot attack your opponent's Life Points directly, and is returned to your Extra Deck at the end of the turn.","300","300","1","Spellcaster","DARK","","MFC-073,DR1-EN128,","Magician's Force,Dark Revelation Volume 1,","Banned","Banned","Banned","https://storage.googleapis.com/ygoprodeck.com/pics/34206604.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/34206604.jpg"
"34236961","Ante","Spell Card","Each Player reveals 1 card from their hand. If one card is higher Level than the other, the card with the lower Level is sent to the Graveyard, and the player who revealed it takes 1000 damage. (Non-Monster Cards are treated as Level 0.)","","","","Normal","","","BP01-EN074,DR1-EN089,BP01-EN074,MFC-034,","Battle Pack: Epic Dawn,Dark Revelation Volume 1,Battle Pack: Epic Dawn,Magician's Force,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/34236961.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/34236961.jpg"
"34906152","Mass Driver","Spell Card","Tribute 1 monster on your side of the field to inflict 400 points of damage to your opponent's Life Points.","","","","Continuous","","","DR1-EN143,MFC-088,","Dark Revelation Volume 1,Magician's Force,","Banned","Banned","","https://storage.googleapis.com/ygoprodeck.com/pics/34906152.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/34906152.jpg"
"35059553","Kaiser Colosseum","Spell Card","If there is 1 or more monster(s) on the field of the controller of this card, his/her opponent cannot place a monster on the field if his/her number of monsters would exceed the number of monsters that are on the field of this card's controller. The cards that are already on the field before this card's activation are unaffected by this effect.","","","","Continuous","","","MFC-031,DR1-EN086,","Magician's Force,Dark Revelation Volume 1,","Banned","","","https://storage.googleapis.com/ygoprodeck.com/pics/35059553.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/35059553.jpg"
"35429292","Pixie Knight","Effect Monster","When this card is sent to the Graveyard as a result of battle, your opponent selects 1 Spell Card from your Graveyard, and places that card on the top of your Deck.","1300","200","2","Spellcaster","LIGHT","","DR1-EN125,MFC-070,","Dark Revelation Volume 1,Magician's Force,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/35429292.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/35429292.jpg"
"38033121","Dark Magician Girl","Effect Monster","This card gains 300 ATK for every ""Dark Magician"" or ""Magician of Black Chaos"" in either player's Graveyard.","2000","1700","6","Spellcaster","DARK","Dark Magician","SS01-ENA04,YSYR-EN011,LDK2-ENY11,SDMY-EN011,YGLD-ENA04,LEDD-ENA02,YGLD-ENC10,MVP1-EN056,MVP1-ENG56,RDS-ENSE2,YGLD-ENB03,DPBC-EN009,DPYG-EN008,CT2-EN004,PGLD-EN033,DL18-EN003,DT06-EN064,LCYW-EN022,MFC-000,","Speed Duel Starter Decks: Destiny Masters,Starter Deck: Yugi Reloaded,Legendary Decks II,Structure Deck: Yugi Muto,Yugi's Legendary Decks,Legendary Dragon Decks,Yugi's Legendary Decks,Yu-Gi-Oh! The Dark Side of Dimensions Movie Pack,Yu-Gi-Oh! The Dark Side of Dimensions Movie Pack: Gold Edition,Rise of Destiny: Special Edition,Yugi's Legendary Decks,Duelist Pack: Battle City,Duelist Pack: Yugi,Collectible Tins 2005,Premium Gold,Duelist League 18 participation cards,Duel Terminal 6b,Legendary Collection 3: Yugi's World Mega Pack,Magician's Force,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/38033121.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/38033121.jpg"
"38033122","Dark Magician Girl","Effect Monster","This card gains 300 ATK for every ""Dark Magician"" or ""Magician of Black Chaos"" in either player's Graveyard.","2000","1700","6","Spellcaster","DARK","Dark Magician","SS01-ENA04,YSYR-EN011,LDK2-ENY11,SDMY-EN011,YGLD-ENA04,LEDD-ENA02,YGLD-ENC10,MVP1-EN056,MVP1-ENG56,RDS-ENSE2,YGLD-ENB03,DPBC-EN009,DPYG-EN008,CT2-EN004,PGLD-EN033,DL18-EN003,DT06-EN064,LCYW-EN022,MFC-000,","Speed Duel Starter Decks: Destiny Masters,Starter Deck: Yugi Reloaded,Legendary Decks II,Structure Deck: Yugi Muto,Yugi's Legendary Decks,Legendary Dragon Decks,Yugi's Legendary Decks,Yu-Gi-Oh! The Dark Side of Dimensions Movie Pack,Yu-Gi-Oh! The Dark Side of Dimensions Movie Pack: Gold Edition,Rise of Destiny: Special Edition,Yugi's Legendary Decks,Duelist Pack: Battle City,Duelist Pack: Yugi,Collectible Tins 2005,Premium Gold,Duelist League 18 participation cards,Duel Terminal 6b,Legendary Collection 3: Yugi's World Mega Pack,Magician's Force,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/38033122.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/38033122.jpg"
"38033123","Dark Magician Girl","Effect Monster","This card gains 300 ATK for every ""Dark Magician"" or ""Magician of Black Chaos"" in either player's Graveyard.","2000","1700","6","Spellcaster","DARK","Dark Magician","SS01-ENA04,YSYR-EN011,LDK2-ENY11,SDMY-EN011,YGLD-ENA04,LEDD-ENA02,YGLD-ENC10,MVP1-EN056,MVP1-ENG56,RDS-ENSE2,YGLD-ENB03,DPBC-EN009,DPYG-EN008,CT2-EN004,PGLD-EN033,DL18-EN003,DT06-EN064,LCYW-EN022,MFC-000,","Speed Duel Starter Decks: Destiny Masters,Starter Deck: Yugi Reloaded,Legendary Decks II,Structure Deck: Yugi Muto,Yugi's Legendary Decks,Legendary Dragon Decks,Yugi's Legendary Decks,Yu-Gi-Oh! The Dark Side of Dimensions Movie Pack,Yu-Gi-Oh! The Dark Side of Dimensions Movie Pack: Gold Edition,Rise of Destiny: Special Edition,Yugi's Legendary Decks,Duelist Pack: Battle City,Duelist Pack: Yugi,Collectible Tins 2005,Premium Gold,Duelist League 18 participation cards,Duel Terminal 6b,Legendary Collection 3: Yugi's World Mega Pack,Magician's Force,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/38033123.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/38033123.jpg"
"38033124","Dark Magician Girl","Effect Monster","This card gains 300 ATK for every ""Dark Magician"" or ""Magician of Black Chaos"" in either player's Graveyard.","2000","1700","6","Spellcaster","DARK","Dark Magician","SS01-ENA04,YSYR-EN011,LDK2-ENY11,SDMY-EN011,YGLD-ENA04,LEDD-ENA02,YGLD-ENC10,MVP1-EN056,MVP1-ENG56,RDS-ENSE2,YGLD-ENB03,DPBC-EN009,DPYG-EN008,CT2-EN004,PGLD-EN033,DL18-EN003,DT06-EN064,LCYW-EN022,MFC-000,","Speed Duel Starter Decks: Destiny Masters,Starter Deck: Yugi Reloaded,Legendary Decks II,Structure Deck: Yugi Muto,Yugi's Legendary Decks,Legendary Dragon Decks,Yugi's Legendary Decks,Yu-Gi-Oh! The Dark Side of Dimensions Movie Pack,Yu-Gi-Oh! The Dark Side of Dimensions Movie Pack: Gold Edition,Rise of Destiny: Special Edition,Yugi's Legendary Decks,Duelist Pack: Battle City,Duelist Pack: Yugi,Collectible Tins 2005,Premium Gold,Duelist League 18 participation cards,Duel Terminal 6b,Legendary Collection 3: Yugi's World Mega Pack,Magician's Force,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/38033124.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/38033124.jpg"
"38033125","Dark Magician Girl","Effect Monster","This card gains 300 ATK for every ""Dark Magician"" or ""Magician of Black Chaos"" in either player's Graveyard.","2000","1700","6","Spellcaster","DARK","Dark Magician","SS01-ENA04,YSYR-EN011,LDK2-ENY11,SDMY-EN011,YGLD-ENA04,LEDD-ENA02,YGLD-ENC10,MVP1-EN056,MVP1-ENG56,RDS-ENSE2,YGLD-ENB03,DPBC-EN009,DPYG-EN008,CT2-EN004,PGLD-EN033,DL18-EN003,DT06-EN064,LCYW-EN022,MFC-000,","Speed Duel Starter Decks: Destiny Masters,Starter Deck: Yugi Reloaded,Legendary Decks II,Structure Deck: Yugi Muto,Yugi's Legendary Decks,Legendary Dragon Decks,Yugi's Legendary Decks,Yu-Gi-Oh! The Dark Side of Dimensions Movie Pack,Yu-Gi-Oh! The Dark Side of Dimensions Movie Pack: Gold Edition,Rise of Destiny: Special Edition,Yugi's Legendary Decks,Duelist Pack: Battle City,Duelist Pack: Yugi,Collectible Tins 2005,Premium Gold,Duelist League 18 participation cards,Duel Terminal 6b,Legendary Collection 3: Yugi's World Mega Pack,Magician's Force,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/38033125.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/38033125.jpg"
