82999629,R,6,#VALUE!,6,Umiiruka,Increase the ATK of all WATER monsters by 500 points and decrease their DEF by 400 points.,null,null,Spell Card,0,Field,0,null,null,null,null,"DB1-EN060,SRL-097,DLG1-EN079,MRL-097,RP01-EN078,SRL-EN097,MRL-E097,","Dark Beginning 1,Spell Ruler,Dark Legends,Magic Ruler,Retro Pack,Spell Ruler,Spell Ruler,",null,null,null,https://storage.googleapis.com/ygoprodeck.com/pics/82999629.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/82999629.jpg,SRL,6,FALSE
10667321,??,,#VALUE!,--,Ancient Rules,Special Summon 1 Level 5 or higher Normal Monster from your hand.,null,null,Spell Card,0,Normal,0,null,null,null,null,"LDK2-ENK27,LCKC-EN039,YSYR-EN034,STON-EN037,CP07-EN019,DL13-EN016,STON-EN037,","Legendary Decks II,Legendary Collection Kaiba Mega Pack,Starter Deck: Yugi Reloaded,Strike of Neos,Champion Pack: Game Seven,Duelist League 13 participation cards,Strike of Neos,",null,null,null,https://storage.googleapis.com/ygoprodeck.com/pics/10667321.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/10667321.jpg,Yugi Reloaded,#N/A,FALSE
27911549,#N/A,7,#VALUE!,7,Parasite Paracide,"FLIP: Put this card face-up in your opponent's Deck and shuffle it. When your opponent draws this card, it is Special Summoned to their side of the field in face-up Defense Position, and inflicts 1000 damage to them. Then, while this card is face-up on the field, all monsters your opponent controls become Insect-Type monsters.",500,300,Flip Effect Monster,2,Insect,EARTH,null,null,null,Parasite,"DB1-EN068,RP02-EN002,PSV-003,PSV-EN003,PSV-E003,","Dark Beginning 1,Retro Pack 2,Pharaoh's Servant,Pharaoh's Servant,Pharaoh's Servant,",null,null,null,https://storage.googleapis.com/ygoprodeck.com/pics/27911549.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/27911549.jpg,PSV,7,TRUE
5818798,C,8,#VALUE!,8,Gazelle the King of Mythical Beasts,"This monster moves so fast that it looks like an illusion to mortal eyes.\n\n\n(This card is always treated as a ""Phantom Beast"" card.)",1500,1200,Normal Monster,4,Beast,EARTH,null,null,null,null,"MRD-124,DB2-EN071,DLG1-EN044,SYE-013,YSD-EN001,YGLD-ENB10,RP01-EN043,MRD-EN124,LCYW-EN011,MRD-E124,SDMY-EN017,","Metal Raiders,Dark Beginning 2,Dark Legends,Starter Deck: Yugi Evolution,Starter Deck 2006,Yugi's Legendary Decks,Retro Pack,Metal Raiders,Legendary Collection 3: Yugi's World Mega Pack,Metal Raiders,Structure Deck: Yugi Muto,",null,null,null,https://storage.googleapis.com/ygoprodeck.com/pics/5818798.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/5818798.jpg,MRD,8,FALSE
5818798,C,8,#VALUE!,8,Gazelle the King of Mythical Beasts,"This monster moves so fast that it looks like an illusion to mortal eyes.\n\n\n(This card is always treated as a ""Phantom Beast"" card.)",1500,1200,Normal Monster,4,Beast,EARTH,null,null,null,null,"MRD-124,DB2-EN071,DLG1-EN044,SYE-013,YSD-EN001,YGLD-ENB10,RP01-EN043,MRD-EN124,LCYW-EN011,MRD-E124,SDMY-EN017,","Metal Raiders,Dark Beginning 2,Dark Legends,Starter Deck: Yugi Evolution,Starter Deck 2006,Yugi's Legendary Decks,Retro Pack,Metal Raiders,Legendary Collection 3: Yugi's World Mega Pack,Metal Raiders,Structure Deck: Yugi Muto,",null,null,null,https://storage.googleapis.com/ygoprodeck.com/pics/5818798.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/5818798.jpg,,8,TRUE
40374923,C,9,#VALUE!,9,Mammoth Graveyard,A mammoth that protects the graves of its pack and is absolutely merciless when facing grave-robbers.,1200,800,Normal Monster,3,Dinosaur,EARTH,null,null,null,null,"SDY-010,YGLD-ENA16,DB1-EN105,LOB-009,LOB-EN009,MRL-E104,","Starter Deck: Yugi,Yugi's Legendary Decks,Dark Beginning 1,Legend of Blue Eyes White Dragon,Legend of Blue Eyes White Dragon,Spell Ruler,",null,null,null,https://storage.googleapis.com/ygoprodeck.com/pics/40374923.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/40374923.jpg,SRL,9,FALSE
40374923,C,9,#VALUE!,9,Mammoth Graveyard,A mammoth that protects the graves of its pack and is absolutely merciless when facing grave-robbers.,1200,800,Normal Monster,3,Dinosaur,EARTH,null,null,null,null,"SDY-010,YGLD-ENA16,DB1-EN105,LOB-009,LOB-EN009,MRL-E104,","Starter Deck: Yugi,Yugi's Legendary Decks,Dark Beginning 1,Legend of Blue Eyes White Dragon,Legend of Blue Eyes White Dragon,Spell Ruler,",null,null,null,https://storage.googleapis.com/ygoprodeck.com/pics/40374923.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/40374923.jpg,LOB,9,TRUE
40374923,C,9,#VALUE!,9,Mammoth Graveyard,A mammoth that protects the graves of its pack and is absolutely merciless when facing grave-robbers.,1200,800,Normal Monster,3,Dinosaur,EARTH,null,null,null,null,"SDY-010,YGLD-ENA16,DB1-EN105,LOB-009,LOB-EN009,MRL-E104,","Starter Deck: Yugi,Yugi's Legendary Decks,Dark Beginning 1,Legend of Blue Eyes White Dragon,Legend of Blue Eyes White Dragon,Spell Ruler,",null,null,null,https://storage.googleapis.com/ygoprodeck.com/pics/40374923.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/40374923.jpg,Yugi,9,TRUE
37580756,UR,1,#VALUE!,1,Michizure,Activate only when a monster is sent from the field to your Graveyard. Select and destroy 1 monster on the field. (You can activate this card during the Damage Step.),null,null,Trap Card,0,Normal,0,null,null,null,null,"DT01-EN096,PSV-E051,PSV-051,PSV-EN051,","Duel Terminal 1,Pharaoh's Servant,Pharaoh's Servant,Pharaoh's Servant,",null,null,null,https://storage.googleapis.com/ygoprodeck.com/pics/37580756.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/37580756.jpg,PSV,1,FALSE
28933734,SR,2,#VALUE!,2,Mask of Darkness,FLIP: Target 1 Trap Card in your Graveyard; add that target to your hand.,900,400,Flip Effect Monster,2,Fiend,DARK,null,null,null,Mask,"DB1-EN150,BP01-EN172,BP01-EN172,RP01-EN027,YSDJ-EN010,YSDS-EN010,SDP-013,MRD-014,DLG1-EN028,MRD-EN014,MRD-E014,","Dark Beginning 1,Battle Pack: Epic Dawn,Battle Pack: Epic Dawn,Retro Pack,Starter Deck: Jaden Yuki,Starter Deck: Syrus Truesdale,Starter Deck: Pegasus,Metal Raiders,Dark Legends,Metal Raiders,Metal Raiders,",null,null,null,https://storage.googleapis.com/ygoprodeck.com/pics/28933734.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/28933734.jpg,MRD,2,FALSE
13039848,SR,3,#VALUE!,3,Giant Soldier of Stone,A giant warrior made of stone. A punch from this creature has earth-shaking results.,1300,2000,Normal Monster,3,Rock,EARTH,null,null,null,null,"DB1-EN124,SDP-007,RP01-EN010,BP01-EN171,YGLD-ENA15,SDMY-EN019,BP01-EN171,YSYR-EN003,LCYW-EN007,SDY-013,DEM2-EN001,SYE-010,LOB-068,DLG1-EN011,LOB-E054,LOB-EN068,SDY-E011,","Dark Beginning 1,Starter Deck: Pegasus,Retro Pack,Battle Pack: Epic Dawn,Yugi's Legendary Decks,Structure Deck: Yugi Muto,Battle Pack: Epic Dawn,Starter Deck: Yugi Reloaded,Legendary Collection 3: Yugi's World Mega Pack,Starter Deck: Yugi,Demo Deck 2015,Starter Deck: Yugi Evolution,Legend of Blue Eyes White Dragon,Dark Legends,Legend of Blue Eyes White Dragon,Legend of Blue Eyes White Dragon,Starter Deck: Yugi,",null,null,null,https://storage.googleapis.com/ygoprodeck.com/pics/13039848.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/13039848.jpg,LOB,3,FALSE
13039848,SR,3,#VALUE!,3,Giant Soldier of Stone,A giant warrior made of stone. A punch from this creature has earth-shaking results.,1300,2000,Normal Monster,3,Rock,EARTH,null,null,null,null,"DB1-EN124,SDP-007,RP01-EN010,BP01-EN171,YGLD-ENA15,SDMY-EN019,BP01-EN171,YSYR-EN003,LCYW-EN007,SDY-013,DEM2-EN001,SYE-010,LOB-068,DLG1-EN011,LOB-E054,LOB-EN068,SDY-E011,","Dark Beginning 1,Starter Deck: Pegasus,Retro Pack,Battle Pack: Epic Dawn,Yugi's Legendary Decks,Structure Deck: Yugi Muto,Battle Pack: Epic Dawn,Starter Deck: Yugi Reloaded,Legendary Collection 3: Yugi's World Mega Pack,Starter Deck: Yugi,Demo Deck 2015,Starter Deck: Yugi Evolution,Legend of Blue Eyes White Dragon,Dark Legends,Legend of Blue Eyes White Dragon,Legend of Blue Eyes White Dragon,Starter Deck: Yugi,",null,null,null,https://storage.googleapis.com/ygoprodeck.com/pics/13039848.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/13039848.jpg,Yugi,3,TRUE
15150365,C,4,#VALUE!,4,White Magical Hat,"When this card inflicts Battle Damage to your opponent's Life Points, your opponent discards 1 card randomly from his/her hand.",1000,700,Effect Monster,3,Spellcaster,LIGHT,null,null,null,null,"DB1-EN151,MRD-016,SDJ-021,MRD-EN016,MRD-E016,","Dark Beginning 1,Metal Raiders,Starter Deck: Joey,Metal Raiders,Metal Raiders,",null,null,null,https://storage.googleapis.com/ygoprodeck.com/pics/15150365.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/15150365.jpg,MRD,4,FALSE
90219263,C,5,#VALUE!,5,Elegant Egotist,"If ""Harpie Lady"" is on the field: Special Summon 1 ""Harpie Lady"" or ""Harpie Lady Sisters"" from your hand or Deck.",null,null,Spell Card,0,Normal,0,null,null,null,Harpie,"DB1-EN156,DLG1-EN030,LED4-EN008,SS02-ENC10,DPBC-EN039,RP01-EN029,TP3-017,MRD-024,SD8-EN021,LCJW-EN098,MRD-E024,MRD-EN024,","Dark Beginning 1,Dark Legends,Legendary Duelists: Sisters of the Rose,Speed Duel Starter Decks: Duelists of Tomorrow,Duelist Pack: Battle City,Retro Pack,Tournament Pack: 3rd Season,Metal Raiders,Structure Deck: Lord of the Storm,Legendary Collection 4: Joey's World Mega Pack,Metal Raiders,Metal Raiders,",null,null,null,https://storage.googleapis.com/ygoprodeck.com/pics/90219263.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/90219263.jpg,MRD,5,FALSE
19384334,R,6,#VALUE!,6,Molten Destruction,All FIRE monsters gain 500 ATK and lose 400 DEF.,null,null,Spell Card,0,Field,0,null,null,null,null,"SRL-098,DLG1-EN080,DB1-EN061,SD3-EN016,MRL-098,RP01-EN079,SRL-EN098,MRL-E098,","Spell Ruler,Dark Legends,Dark Beginning 1,Structure Deck: Blaze of Destruction,Magic Ruler,Retro Pack,Spell Ruler,Spell Ruler,",null,null,null,https://storage.googleapis.com/ygoprodeck.com/pics/19384334.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/19384334.jpg,SRL,6,FALSE
76812113,C,7,#VALUE!,7,Harpie Lady,This human-shaped animal with wings is beautiful to watch but deadly in battle.,1300,1400,Normal Monster,4,Winged Beast,WIND,null,null,null,Harpie,"DB1-EN145,DLG1-EN026,RP01-EN025,DPBC-EN037,MRD-008,LCJW-EN082,MRD-E008,MRD-EN008,","Dark Beginning 1,Dark Legends,Retro Pack,Duelist Pack: Battle City,Metal Raiders,Legendary Collection 4: Joey's World Mega Pack,Metal Raiders,Metal Raiders,",null,null,null,https://storage.googleapis.com/ygoprodeck.com/pics/76812113.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/76812113.jpg,MRD,7,FALSE
23401839,C,8,#VALUE!,8,Senju of the Thousand Hands,When this card is Normal or Flip Summoned: You can add 1 Ritual Monster from your Deck to your hand.,1400,1000,Effect Monster,4,Fairy,LIGHT,null,null,null,null,"DB1-EN046,SRL-EN080,MRL-080,DLG1-EN069,RP01-EN068,AP07-EN016,TP4-012,SRL-080,DT05-EN051,MRL-E080,","Dark Beginning 1,Spell Ruler,Magic Ruler,Dark Legends,Retro Pack,Astral Pack Seven,Tournament Pack 4,Spell Ruler,Duel Terminal 5b,Spell Ruler,",null,null,null,https://storage.googleapis.com/ygoprodeck.com/pics/23401839.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/23401839.jpg,SRL,8,FALSE
44287299,C,9,#VALUE!,9,Masaki the Legendary Swordsman,Legendary swordmaster Masaki is a veteran of over 100 battles.,1100,1100,Normal Monster,4,Warrior,EARTH,null,null,null,null,"SDJ-007,SS02-ENB04,DB1-EN110,LOB-038,LCJW-EN002,LOB-EN038,MRL-E116,","Starter Deck: Joey,Speed Duel Starter Decks: Duelists of Tomorrow,Dark Beginning 1,Legend of Blue Eyes White Dragon,Legendary Collection 4: Joey's World Mega Pack,Legend of Blue Eyes White Dragon,Spell Ruler,",null,null,null,https://storage.googleapis.com/ygoprodeck.com/pics/44287299.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/44287299.jpg,SRL,9,FALSE
44287299,C,9,#VALUE!,9,Masaki the Legendary Swordsman,Legendary swordmaster Masaki is a veteran of over 100 battles.,1100,1100,Normal Monster,4,Warrior,EARTH,null,null,null,null,"SDJ-007,SS02-ENB04,DB1-EN110,LOB-038,LCJW-EN002,LOB-EN038,MRL-E116,","Starter Deck: Joey,Speed Duel Starter Decks: Duelists of Tomorrow,Dark Beginning 1,Legend of Blue Eyes White Dragon,Legendary Collection 4: Joey's World Mega Pack,Legend of Blue Eyes White Dragon,Spell Ruler,",null,null,null,https://storage.googleapis.com/ygoprodeck.com/pics/44287299.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/44287299.jpg,LOB,9,TRUE
72302403,UR,1,#VALUE!,1,Swords of Revealing Light,"Flip all monsters your opponent controls face-up. This card remains on the field for 3 of your opponent's turns. While this card is face-up on the field, monsters your opponent controls cannot declare an attack.",null,null,Spell Card,0,Normal,0,null,null,null,null,"SD6-EN021,YS12-EN023,SDPL-EN026,BP01-EN033,BP01-EN033,BP03-EN133,BP03-EN133,DPYG-EN018,SDMM-EN023,SDBE-EN031,YGLD-ENA24,YGLD-ENC25,LDK2-ENY23,SDMY-EN029,SYE-039,YS14-ENA11,LEDD-ENA25,YS13-ENV13,DLG1-EN013,SD1-EN014,SDSC-EN026,YSYR-EN026,YS11-EN026,SD7-EN019,YGLD-ENB17,DL09-EN013,PGLD-EN057,NKRT-EN025,DB1-EN129,GLD1-EN030,LOB-E081,LOB-101,LOB-EN101,HL04-EN002,LCYW-EN057,RP01-EN012,","Structure Deck: Spellcaster's Judgment,Starter Deck: Xyz Symphony,Structure Deck: Powercode Link,Battle Pack: Epic Dawn,Battle Pack: Epic Dawn,Battle Pack 3: Monster League,Battle Pack 3: Monster League,Duelist Pack: Yugi,Machina Mayhem Structure Deck,Saga of Blue-Eyes White Dragon Structure Deck,Yugi's Legendary Decks,Yugi's Legendary Decks,Legendary Decks II,Structure Deck: Yugi Muto,Starter Deck: Yugi Evolution,Space-Time Showdown Power-Up Pack,Legendary Dragon Decks,Super Starter Power-Up Pack,Dark Legends,Structure Deck: Dragon's Roar,Spellcaster's Command Structure Deck,Starter Deck: Yugi Reloaded,Starter Deck: Dawn of the Xyz,Structure Deck: Invincible Fortress,Yugi's Legendary Decks,Duelist League 2010 participation cards,Premium Gold,Noble Knights of the Round Table Box Set,Dark Beginning 1,Gold Series,Legend of Blue Eyes White Dragon,Legend of Blue Eyes White Dragon,Legend of Blue Eyes White Dragon,Hobby League 4 participation card B,Legendary Collection 3: Yugi's World Mega Pack,Retro Pack,",null,null,Limited,https://storage.googleapis.com/ygoprodeck.com/pics/72302403.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/72302403.jpg,LOB,1,FALSE
