"id","name","type","desc","atk","def","level","race","attribute","archetype","set_tag","setcode","ban_tcg","ban_ocg","ban_goat","image_url","image_url_small"
"54541900","Karbonala Warrior","Fusion Monster","""M-Warrior #1"" + ""M-Warrior #2""","1500","1200","4","Warrior","EARTH","","TP3-015,LOB-067,MRL-E121,LOB-EN067,","Tournament Pack: 3rd Season,Legend of Blue Eyes White Dragon,Spell Ruler,Legend of Blue Eyes White Dragon,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/54541900.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/54541900.jpg"
"55144522","Pot of Greed","Spell Card","Draw 2 cards.","","","","Normal","","Greed","BP02-EN129,SYE-040,BP02-EN129,SD1-EN015,LCJW-EN061,YGLD-ENB26,TP3-014,SD4-EN018,SD2-EN017,BP01-EN034,BP01-EN034,LOB-119,SD3-EN019,LOB-EN119,LCYW-EN059,DB1-EN134,MRL-E129,DPKB-EN029,","Battle Pack 2: War of the Giants,Starter Deck: Yugi Evolution,Battle Pack 2: War of the Giants,Structure Deck: Dragon's Roar,Legendary Collection 4: Joey's World Mega Pack,Yugi's Legendary Decks,Tournament Pack: 3rd Season,Structure Deck: Fury from the Deep,Structure Deck: Zombie Madness,Battle Pack: Epic Dawn,Battle Pack: Epic Dawn,Legend of Blue Eyes White Dragon,Structure Deck: Blaze of Destruction,Legend of Blue Eyes White Dragon,Legendary Collection 3: Yugi's World Mega Pack,Dark Beginning 1,Spell Ruler,Duelist Pack: Kaiba,","Banned","Banned","Limited","https://storage.googleapis.com/ygoprodeck.com/pics/55144522.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/55144522.jpg"
"68658728","Little Chimera","Effect Monster","All FIRE monsters on the field gain 500 ATK. All WATER monsters on the field lose 400 ATK.","600","550","2","Beast","FIRE","","DB2-EN067,SD3-EN005,TP3-019,SDOK-EN020,MRD-117,MRD-E117,MRD-EN117,","Dark Beginning 2,Structure Deck: Blaze of Destruction,Tournament Pack: 3rd Season,Onslaught of the Fire Kings Structure Deck,Metal Raiders,Metal Raiders,Metal Raiders,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/68658728.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/68658728.jpg"
"73134082","Final Flame","Spell Card","Inflict 600 points of damage to your opponent's Life Points.","","","","Normal","","","TP3-012,LOB-EN100,LOB-100,LOB-E080,","Tournament Pack: 3rd Season,Legend of Blue Eyes White Dragon,Legend of Blue Eyes White Dragon,Legend of Blue Eyes White Dragon,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/73134082.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/73134082.jpg"
"73134081","Final Flame","Spell Card","Inflict 600 points of damage to your opponent's Life Points.","","","","Normal","","","TP3-012,LOB-EN100,LOB-100,LOB-E080,","Tournament Pack: 3rd Season,Legend of Blue Eyes White Dragon,Legend of Blue Eyes White Dragon,Legend of Blue Eyes White Dragon,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/73134081.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/73134081.jpg"
"76775123","Patrol Robo","Effect Monster","During your Standby Phase, you can look at 1 face-down card that's been Set by your opponent as long as this card remains face-up on the field.","1100","900","3","Machine","EARTH","","TP3-008,TP1-004,TP1-E004,","Tournament Pack: 3rd Season,Tournament Pack: 1st Season,Tournament Pack: 1st Season,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/76775123.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/76775123.jpg"
"80770678","Spirit of the Harp","Normal Monster","A spirit that soothes the soul with the music of its heavenly harp.","800","2000","4","Fairy","LIGHT","","YS12-EN002,TP3-013,LOB-078,SDJ-004,YS11-EN001,LOB-EN078,LOB-E061,","Starter Deck: Xyz Symphony,Tournament Pack: 3rd Season,Legend of Blue Eyes White Dragon,Starter Deck: Joey,Starter Deck: Dawn of the Xyz,Legend of Blue Eyes White Dragon,Legend of Blue Eyes White Dragon,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/80770678.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/80770678.jpg"
"81843628","Needle Worm","Flip Effect Monster","FLIP: Send the top 5 cards of your opponent's Deck to the Graveyard.","750","600","2","Insect","EARTH","Worm","DB2-EN102,GLD1-EN006,LCYW-EN244,TP5-EN005,TP3-001,","Dark Beginning 2,Gold Series,Legendary Collection 3: Yugi's World Mega Pack,Tournament Pack 5,Tournament Pack: 3rd Season,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/81843628.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/81843628.jpg"
"90219263","Elegant Egotist","Spell Card","If ""Harpie Lady"" is on the field: Special Summon 1 ""Harpie Lady"" or ""Harpie Lady Sisters"" from your hand or Deck.","","","","Normal","","Harpie","DB1-EN156,LED4-EN008,SS02-ENC10,DPBC-EN039,DLG1-EN030,MRD-024,TP3-017,RP01-EN029,SD8-EN021,LCJW-EN098,MRD-E024,MRD-EN024,","Dark Beginning 1,Legendary Duelists: Sisters of the Rose,Speed Duel Starter Decks: Duelists of Tomorrow,Duelist Pack: Battle City,Dark Legends,Metal Raiders,Tournament Pack: 3rd Season,Retro Pack,Structure Deck: Lord of the Storm,Legendary Collection 4: Joey's World Mega Pack,Metal Raiders,Metal Raiders,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/90219263.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/90219263.jpg"
"95144193","Kwagar Hercules","Fusion Monster","""Kuwagata α"" + ""Hercules Beetle""","1900","1700","6","Insect","EARTH","","TP3-007,TP1-003,TP1-E003,","Tournament Pack: 3rd Season,Tournament Pack: 1st Season,Tournament Pack: 1st Season,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/95144193.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/95144193.jpg"
"98069388","Horn of Heaven","Trap Card","When a monster(s) would be Summoned: Tribute 1 monster; negate the Summon, and if you do, destroy that monster(s).","","","","Counter","","","LCJW-EN292,PGL3-EN034,LCYW-EN090,DB2-EN076,MRD-130,MRD-E130,TP3-005,MRD-EN130,","Legendary Collection 4: Joey's World Mega Pack,Premium Gold: Infinite Gold,Legendary Collection 3: Yugi's World Mega Pack,Dark Beginning 2,Metal Raiders,Metal Raiders,Tournament Pack: 3rd Season,Metal Raiders,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/98069388.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/98069388.jpg"
