"id","name","desc","atk","def","type","level","race","attribute","scale","linkval","linkmarkers","archetype","set_tag","setcode","ban_tcg","ban_ocg","ban_goat","image_url","image_url_small"
"5818798","Gazelle the King of Mythical Beasts","This monster moves so fast that it looks like an illusion to mortal eyes.\n\n\n(This card is always treated as a ""Phantom Beast"" card.)","1500","1200","Normal Monster","4","Beast","EARTH","null","null","null","null","MRD-124,DB2-EN071,DLG1-EN044,SYE-013,YSD-EN001,YGLD-ENB10,RP01-EN043,MRD-EN124,LCYW-EN011,MRD-E124,SDMY-EN017,","Metal Raiders,Dark Beginning 2,Dark Legends,Starter Deck: Yugi Evolution,Starter Deck 2006,Yugi's Legendary Decks,Retro Pack,Metal Raiders,Legendary Collection 3: Yugi's World Mega Pack,Metal Raiders,Structure Deck: Yugi Muto,","null","null","null","https://storage.googleapis.com/ygoprodeck.com/pics/5818798.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/5818798.jpg"
"5901497","Queen's Double","This monster may attack your opponent's Life Points directly.","350","300","Effect Monster","1","Warrior","EARTH","null","null","null","null","MRD-051,MRD-E051,MRD-EN051,","Metal Raiders,Metal Raiders,Metal Raiders,","null","null","null","https://storage.googleapis.com/ygoprodeck.com/pics/5901497.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/5901497.jpg"
"7019529","Insect Soldiers of the Sky","The ATK of this card increases by 1000 points whenever it attacks a WIND monster.","1000","800","Effect Monster","3","Insect","WIND","null","null","null","null","MRD-101,MRD-E101,MRD-EN101,","Metal Raiders,Metal Raiders,Metal Raiders,","null","null","null","https://storage.googleapis.com/ygoprodeck.com/pics/7019529.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/7019529.jpg"
"7489323","Milus Radiant","As long as this card remains face-up on the field, increase the ATK of all EARTH monsters by 500 points and decrease the ATK of all WIND monsters by 400 points.","300","250","Effect Monster","1","Beast","EARTH","null","null","null","null","SDJ-014,DB2-EN065,MRD-110,MRD-E110,MRD-EN110,","Starter Deck: Joey,Dark Beginning 2,Metal Raiders,Metal Raiders,Metal Raiders,","null","null","null","https://storage.googleapis.com/ygoprodeck.com/pics/7489323.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/7489323.jpg"
"7805359","Niwatori","Swallows enemies whole and uses their essence as energy.","900","800","Normal Monster","3","Winged Beast","EARTH","null","null","null","null","MRD-112,MRD-E112,MRD-EN112,","Metal Raiders,Metal Raiders,Metal Raiders,","null","null","null","https://storage.googleapis.com/ygoprodeck.com/pics/7805359.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/7805359.jpg"
"8201910","Star Boy","As long as this card remains face-up on the field, increase the ATK of all WATER monsters by 500 points and decrease the ATK of all FIRE monsters by 400 points.","550","500","Effect Monster","2","Aqua","WATER","null","null","null","null","MRD-109,MRD-E109,DB2-EN064,SD4-EN006,MRD-EN109,","Metal Raiders,Metal Raiders,Dark Beginning 2,Structure Deck: Fury from the Deep,Metal Raiders,","null","null","null","https://storage.googleapis.com/ygoprodeck.com/pics/8201910.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/8201910.jpg"
"8471389","Giga-Tech Wolf","An iron wolf with razor-sharp fangs that can penetrate any armor.","1200","1400","Normal Monster","4","Machine","FIRE","null","null","null","null","MRD-096,MRD-E096,MRD-EN096,","Metal Raiders,Metal Raiders,Metal Raiders,","null","null","null","https://storage.googleapis.com/ygoprodeck.com/pics/8471389.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/8471389.jpg"
"9653271","Kaminari Attack","""Ocubeam"" + ""Mega Thunderball""","1900","1400","Fusion Monster","5","Thunder","WIND","null","null","null","null","MRD-041,MRD-EN041,MRD-E041,","Metal Raiders,Metal Raiders,Metal Raiders,","null","null","null","https://storage.googleapis.com/ygoprodeck.com/pics/9653271.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/9653271.jpg"
"10071456","Protector of the Throne","While the king is away, this queen protects his throne with a mighty defense.","800","1500","Normal Monster","4","Warrior","EARTH","null","null","null","null","MRD-087,MRD-EN087,MRD-E087,","Metal Raiders,Metal Raiders,Metal Raiders,","null","null","null","https://storage.googleapis.com/ygoprodeck.com/pics/10071456.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/10071456.jpg"
"10189126","Masked Sorcerer","When this card inflicts Battle Damage to your opponent's Life Points, draw 1 card from your Deck.","900","1400","Effect Monster","4","Spellcaster","DARK","null","null","null","null","DB1-EN154,MRD-019,MRD-E019,MRD-EN019,","Dark Beginning 1,Metal Raiders,Metal Raiders,Metal Raiders,","null","null","null","https://storage.googleapis.com/ygoprodeck.com/pics/10189126.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/10189126.jpg"
"10538007","Leogun","Huge monster with a lion's mane similar to the King of Beasts.","1750","1550","Normal Monster","5","Beast","EARTH","null","null","null","null","MRD-033,MRD-EN033,MRD-E033,","Metal Raiders,Metal Raiders,Metal Raiders,","null","null","null","https://storage.googleapis.com/ygoprodeck.com/pics/10538007.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/10538007.jpg"
"11384280","Cannon Soldier","You can Tribute 1 monster; inflict 500 damage to your opponent.","1400","1300","Effect Monster","4","Machine","DARK","null","null","null","null","SD10-EN009,DLG1-EN042,MRD-106,RP01-EN041,DB2-EN061,MRD-EN106,MRD-E106,","Structure Deck: Machine Re-Volt,Dark Legends,Metal Raiders,Retro Pack,Dark Beginning 2,Metal Raiders,Metal Raiders,","null","Banned","null","https://storage.googleapis.com/ygoprodeck.com/pics/11384280.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/11384280.jpg"
"11901678","B. Skull Dragon","""Summoned Skull"" + ""Red-Eyes B. Dragon""\n\n\n\n(This card is always treated as an ""Archfiend"" card.)","3200","2500","Fusion Monster","9","Dragon","DARK","null","null","null","Archfiend","MIL1-EN011,LCJW-EN054,DLG1-EN029,DB1-EN153,MRD-018,BPT-006,RP01-EN028,MRD-E018,TP3-004,MRD-EN018,","Millennium Pack,Legendary Collection 4: Joey's World Mega Pack,Dark Legends,Dark Beginning 1,Metal Raiders,Booster Pack Collectors Tins 2002,Retro Pack,Metal Raiders,Tournament Pack: 3rd Season,Metal Raiders,","null","null","null","https://storage.googleapis.com/ygoprodeck.com/pics/11901678.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/11901678.jpg"
"12206212","Harpie Lady Sisters","Cannot be Normal Summoned/Set. Must first be Special Summoned with ""Elegant Egotist"".","1950","2100","Effect Monster","6","Winged Beast","WIND","null","null","null","Harpie","LED4-EN006,SS02-ENC04,DB1-EN146,DLG1-EN027,LCJW-EN085,DPBC-EN038,SD8-EN007,MRD-009,MRD-E009,RP01-EN026,MRD-EN009,","Legendary Duelists: Sisters of the Rose,Speed Duel Starter Decks: Duelists of Tomorrow,Dark Beginning 1,Dark Legends,Legendary Collection 4: Joey's World Mega Pack,Duelist Pack: Battle City,Structure Deck: Lord of the Storm,Metal Raiders,Metal Raiders,Retro Pack,Metal Raiders,","null","null","null","https://storage.googleapis.com/ygoprodeck.com/pics/12206212.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/12206212.jpg"
"12472242","Leghul","This monster may attack your opponent's Life Points directly.","300","350","Effect Monster","1","Insect","EARTH","null","null","null","null","MRD-031,MRD-E031,MRD-EN031,","Metal Raiders,Metal Raiders,Metal Raiders,","null","null","null","https://storage.googleapis.com/ygoprodeck.com/pics/12472242.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/12472242.jpg"
"13215230","Dream Clown","When this card is changed from Attack Position to Defense Position, destroy 1 monster on your opponent's side of the field.","1200","900","Effect Monster","3","Warrior","EARTH","null","null","null","null","SDP-017,DB2-EN051,MRD-080,MRD-E080,MRD-EN080,","Starter Deck: Pegasus,Dark Beginning 2,Metal Raiders,Metal Raiders,Metal Raiders,","null","null","null","https://storage.googleapis.com/ygoprodeck.com/pics/13215230.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/13215230.jpg"
"13599884","Steel Scorpion","A non Machine-Type Monster attacking ""Steel Scorpion"" will be destroyed at the End Phase of your opponent's 2nd turn after the attack.","250","300","Effect Monster","1","Machine","EARTH","null","null","null","null","MRD-029,MRD-E029,MRD-EN029,","Metal Raiders,Metal Raiders,Metal Raiders,","null","null","null","https://storage.googleapis.com/ygoprodeck.com/pics/13599884.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/13599884.jpg"
"14141448","Great Moth","This monster cannot be Normal Summoned or Set. This card can only be Special Summoned by Tributing ""Petit Moth"" on the 4th of your turns after ""Petit Moth"" has been equipped with ""Cocoon of Evolution"".","2600","2500","Effect Monster","8","Insect","EARTH","null","null","null","null","DB2-EN043,MRD-070,MRD-E070,MRD-EN070,","Dark Beginning 2,Metal Raiders,Metal Raiders,Metal Raiders,","null","null","null","https://storage.googleapis.com/ygoprodeck.com/pics/14141448.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/14141448.jpg"
"14851496","Jellyfish","An almost invisible, semi-transparent jellyfish that drifts in the sea.","1200","1500","Normal Monster","4","Aqua","WATER","null","null","null","null","MRD-072,MRD-E072,MRD-EN072,","Metal Raiders,Metal Raiders,Metal Raiders,","null","null","null","https://storage.googleapis.com/ygoprodeck.com/pics/14851496.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/14851496.jpg"
"15150365","White Magical Hat","When this card inflicts Battle Damage to your opponent's Life Points, your opponent discards 1 card randomly from his/her hand.","1000","700","Effect Monster","3","Spellcaster","LIGHT","null","null","null","null","DB1-EN151,MRD-016,SDJ-021,MRD-EN016,MRD-E016,","Dark Beginning 1,Metal Raiders,Starter Deck: Joey,Metal Raiders,Metal Raiders,","null","null","null","https://storage.googleapis.com/ygoprodeck.com/pics/15150365.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/15150365.jpg"
"15237615","Empress Judge","""Queen's Double"" + ""Hibikime""","2100","1700","Fusion Monster","6","Warrior","EARTH","null","null","null","null","MRD-046,MRD-E046,MRD-EN046,","Metal Raiders,Metal Raiders,Metal Raiders,","null","null","null","https://storage.googleapis.com/ygoprodeck.com/pics/15237615.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/15237615.jpg"
"15480588","Armored Lizard","A lizard with a very tough hide and a vicious bite.","1500","1200","Normal Monster","4","Reptile","EARTH","null","null","null","null","DB1-EN143,MRD-005,SDJ-009,MRD-EN005,MRD-E005,","Dark Beginning 1,Metal Raiders,Starter Deck: Joey,Metal Raiders,Metal Raiders,","null","null","null","https://storage.googleapis.com/ygoprodeck.com/pics/15480588.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/15480588.jpg"
"16768387","Big Eye","FLIP: Look at up to 5 cards from the top of your Deck, then place them on the top of the Deck in any order.","1200","1000","Flip Effect Monster","4","Fiend","DARK","null","null","null","null","BPW2-EN003,DB1-EN152,MRD-017,SDJ-018,LCYW-EN230,WGRT-EN003,MRD-E017,MRD-EN017,","War of the Giants: Round 2,Dark Beginning 1,Metal Raiders,Starter Deck: Joey,Legendary Collection 3: Yugi's World Mega Pack,War of the Giants Reinforcements,Metal Raiders,Metal Raiders,","null","null","null","https://storage.googleapis.com/ygoprodeck.com/pics/16768387.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/16768387.jpg"
"16972957","Doma The Angel of Silence","This fairy rules over the end of existence.","1600","1400","Normal Monster","5","Fairy","DARK","null","null","null","Angel","MRD-015,SDY-015,MRD-E015,SDY-E013,MRD-EN015,","Metal Raiders,Starter Deck: Yugi,Metal Raiders,Starter Deck: Yugi,Metal Raiders,","null","null","null","https://storage.googleapis.com/ygoprodeck.com/pics/16972957.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/16972957.jpg"
"17358176","Lady of Faith","Soothes the souls of others by chanting a mysterious spell.","1100","800","Normal Monster","3","Spellcaster","LIGHT","null","null","null","null","MRD-119,MRD-E119,MRD-EN119,","Metal Raiders,Metal Raiders,Metal Raiders,","null","null","null","https://storage.googleapis.com/ygoprodeck.com/pics/17358176.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/17358176.jpg"
"18246479","Battle Steer","A bull monster often found in the woods, it charges enemy monsters with a pair of deadly horns.","1800","1300","Normal Monster","5","Beast-Warrior","EARTH","null","null","null","null","DB2-EN037,MRD-064,MRD-EN064,MRD-E064,","Dark Beginning 2,Metal Raiders,Metal Raiders,Metal Raiders,","null","null","null","https://storage.googleapis.com/ygoprodeck.com/pics/18246479.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/18246479.jpg"
"19066538","Roaring Ocean Snake","""Mystic Lamp"" + ""Hyosube""","2100","1800","Fusion Monster","6","Aqua","WATER","null","null","null","null","MRD-020,MRD-EN020,MRD-E020,","Metal Raiders,Metal Raiders,Metal Raiders,","null","null","null","https://storage.googleapis.com/ygoprodeck.com/pics/19066538.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/19066538.jpg"
"19613556","Heavy Storm","Destroy all Spell and Trap Cards on the field.","null","null","Spell Card","0","Normal","0","null","null","null","null","SD09-EN025,SD10-EN026,YSDS-EN024,YSDJ-EN024,SD4-EN019,SD6-EN023,SD8-EN022,SD2-EN019,SD3-EN021,YSD-EN027,BP01-EN038,SD1-EN016,SD5-EN023,DLG1-EN049,LCYW-EN061,MRD-142,DB2-EN084,BP01-EN038,GLD1-EN031,LCJW-EN284,HL2-EN004,RP01-EN048,MRD-E142,MRD-EN142,","Structure Deck: Dinosaur's Rage,Structure Deck: Machine Re-Volt,Starter Deck: Syrus Truesdale,Starter Deck: Jaden Yuki,Structure Deck: Fury from the Deep,Structure Deck: Spellcaster's Judgment,Structure Deck: Lord of the Storm,Structure Deck: Zombie Madness,Structure Deck: Blaze of Destruction,Starter Deck 2006,Battle Pack: Epic Dawn,Structure Deck: Dragon's Roar,Structure Deck: Warrior's Triumph,Dark Legends,Legendary Collection 3: Yugi's World Mega Pack,Metal Raiders,Dark Beginning 2,Battle Pack: Epic Dawn,Gold Series,Legendary Collection 4: Joey's World Mega Pack,Hobby League 2 participation card D,Retro Pack,Metal Raiders,Metal Raiders,","Banned","Banned","Limited","https://storage.googleapis.com/ygoprodeck.com/pics/19613556.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/19613556.jpg"
"20277860","Armored Zombie","This warrior blindly swings a deadly blade with devastating force.","1500","0","Normal Monster","3","Zombie","DARK","null","null","null","null","DB1-EN149,LCJW-EN184,MRD-013,MRD-EN013,MRD-E013,","Dark Beginning 1,Legendary Collection 4: Joey's World Mega Pack,Metal Raiders,Metal Raiders,Metal Raiders,","null","null","null","https://storage.googleapis.com/ygoprodeck.com/pics/20277860.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/20277860.jpg"
"20394040","Lava Battleguard","This card gains 500 ATK for each ""Swamp Battleguard"" you control.","1550","1800","Effect Monster","5","Warrior","EARTH","null","null","null","Battleguard","SP15-EN003,LCJW-EN022,SP15-EN003,MRD-115,MRD-E115,MRD-EN115,","Star Pack ARC-V,Legendary Collection 4: Joey's World Mega Pack,Star Pack ARC-V,Metal Raiders,Metal Raiders,Metal Raiders,","null","null","null","https://storage.googleapis.com/ygoprodeck.com/pics/20394040.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/20394040.jpg"
"20436034","Ring of Magnetism","You can only equip this card to a monster on your side of the field. Decrease the ATK and DEF of a monster equipped with this card by 500 points. In addition, all the monsters on your opponent's side of the field can only attack the monster equipped with this card, if they attack.","null","null","Spell Card","0","Equip","0","null","null","null","null","MRD-139,SDP-039,DB2-EN082,MRD-EN139,MRD-E139,","Metal Raiders,Starter Deck: Pegasus,Dark Beginning 2,Metal Raiders,Metal Raiders,","null","null","null","https://storage.googleapis.com/ygoprodeck.com/pics/20436034.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/20436034.jpg"
"21263083","Pale Beast","With skin tinged a bluish-white, this strange creature is a fearsome sight to behold.","1500","1200","Normal Monster","4","Beast","EARTH","null","null","null","null","SDK-031,MRD-047,MRD-E047,MRL-E109,MRD-EN047,","Starter Deck: Kaiba,Metal Raiders,Metal Raiders,Spell Ruler,Metal Raiders,","null","null","null","https://storage.googleapis.com/ygoprodeck.com/pics/21263083.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/21263083.jpg"
"21347810","Rainbow Flower","This monster may attack your opponent's Life Points directly.","400","500","Effect Monster","2","Plant","EARTH","null","null","null","null","MRD-042,MRD-E042,MRD-EN042,","Metal Raiders,Metal Raiders,Metal Raiders,","null","null","null","https://storage.googleapis.com/ygoprodeck.com/pics/21347810.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/21347810.jpg"
"21417692","Dark Elf","This card requires a cost of 1000 of your own Life Points to attack.","2000","800","Effect Monster","4","Spellcaster","DARK","null","null","null","null","MRD-113,TP3-018,MRD-EN113,MRD-E113,","Metal Raiders,Tournament Pack: 3rd Season,Metal Raiders,Metal Raiders,","null","null","null","https://storage.googleapis.com/ygoprodeck.com/pics/21417692.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/21417692.jpg"
"21817254","Mega Thunderball","Rolls along the ground releasing bolts of electricity to attack its enemies.","750","600","Normal Monster","2","Thunder","WIND","null","null","null","null","MRD-044,MRD-E044,MRD-EN044,","Metal Raiders,Metal Raiders,Metal Raiders,","null","null","null","https://storage.googleapis.com/ygoprodeck.com/pics/21817254.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/21817254.jpg"
"23771716","7 Colored Fish","A rare rainbow fish that has never been caught by mortal man.","1800","800","Normal Monster","4","Fish","WATER","null","null","null","null","MRD-098,SD4-EN002,GLD1-EN001,SDJ-008,MRD-EN098,MRD-E098,","Metal Raiders,Structure Deck: Fury from the Deep,Gold Series,Starter Deck: Joey,Metal Raiders,Metal Raiders,","null","null","null","https://storage.googleapis.com/ygoprodeck.com/pics/23771716.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/23771716.jpg"
"24611934","Ryu-Kishin Powered","A gargoyle enhanced by the powers of darkness. Very sharp talons make it a worthy opponent.","1600","1200","Normal Monster","4","Fiend","DARK","null","null","null","null","DB2-EN056,SS02-ENA03,SKE-008,SDK-024,MRD-092,MRD-E092,MRD-EN092,SDK-E022,","Dark Beginning 2,Speed Duel Starter Decks: Duelists of Tomorrow,Starter Deck: Kaiba Evolution,Starter Deck: Kaiba,Metal Raiders,Metal Raiders,Metal Raiders,Starter Deck: Kaiba,","null","null","null","https://storage.googleapis.com/ygoprodeck.com/pics/24611934.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/24611934.jpg"
"24668830","Germ Infection","The ATK of a non Machine-Type monster equipped with this card is decreased by 300 points at each of its Standby Phases.","null","null","Spell Card","0","Equip","0","null","null","null","null","MRD-136,MRD-E136,MRD-EN136,","Metal Raiders,Metal Raiders,Metal Raiders,","null","null","null","https://storage.googleapis.com/ygoprodeck.com/pics/24668830.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/24668830.jpg"
"25109950","The Little Swordsman of Aile","Offer 1 monster on your side of the field as a Tribute to increase this monster's ATK by 700 points until the end of the turn.","800","1300","Effect Monster","3","Warrior","WATER","null","null","null","null","MRD-085,MRD-E085,MRD-EN085,","Metal Raiders,Metal Raiders,Metal Raiders,","null","null","null","https://storage.googleapis.com/ygoprodeck.com/pics/25109950.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/25109950.jpg"
"25655502","Bickuribox","""Crass Clown"" + ""Dream Clown""","2300","2000","Fusion Monster","7","Fiend","DARK","null","null","null","null","MRD-093,MRD-E093,MRD-EN093,","Metal Raiders,Metal Raiders,Metal Raiders,","null","null","null","https://storage.googleapis.com/ygoprodeck.com/pics/25655502.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/25655502.jpg"
"25833572","Gate Guardian","Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by Tributing 1 ""Sanga of the Thunder"", ""Kazejin"", and ""Suijin"".","3750","3400","Effect Monster","11","Warrior","DARK","null","null","null","Guardian","LCJW-EN223,DLG1-EN024,MRD-000,MRD-EN000,MRD-E000,RP01-EN023,","Legendary Collection 4: Joey's World Mega Pack,Dark Legends,Metal Raiders,Metal Raiders,Metal Raiders,Retro Pack,","null","null","null","https://storage.googleapis.com/ygoprodeck.com/pics/25833572.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/25833572.jpg"
"25880422","Block Attack","Select 1 face-up Attack Position monster on your opponent's side of the field and change it to Defense Position.","null","null","Spell Card","0","Normal","0","null","null","null","null","DB2-EN078,MRD-133,SDJ-031,MRD-EN133,MRD-E133,","Dark Beginning 2,Metal Raiders,Starter Deck: Joey,Metal Raiders,Metal Raiders,","null","null","null","https://storage.googleapis.com/ygoprodeck.com/pics/25880422.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/25880422.jpg"
"25955164","Sanga of the Thunder","During damage calculation in your opponent's turn, if this card is being attacked: You can target the attacking monster; make that target's ATK 0 during damage calculation only (this is a Quick Effect). This effect can only be used once while this card is face-up on the field.","2600","2200","Effect Monster","7","Thunder","LIGHT","null","null","null","null","DLG1-EN031,MRD-025,DB1-EN157,LCJW-EN224,MRD-E025,MRD-EN025,RP01-EN030,","Dark Legends,Metal Raiders,Dark Beginning 1,Legendary Collection 4: Joey's World Mega Pack,Metal Raiders,Metal Raiders,Retro Pack,","null","null","null","https://storage.googleapis.com/ygoprodeck.com/pics/25955164.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/25955164.jpg"
